c Instance Type h
c
n 700
c w	 v1	 v2
i 200	 987 	 570 
i 552	 350 	 948 
i 302	 969 	 262 
i 734	 298 	 96 
i 507	 221 	 205 
i 914	 724 	 423 
i 241	 365 	 733 
i 670	 925 	 314 
i 60	 364 	 299 
i 203	 161 	 567 
i 773	 361 	 741 
i 721	 912 	 729 
i 983	 215 	 79 
i 79	 949 	 49 
i 284	 456 	 346 
i 706	 370 	 567 
i 439	 611 	 291 
i 753	 281 	 656 
i 52	 341 	 582 
i 618	 543 	 946 
i 360	 316 	 107 
i 90	 37 	 468 
i 168	 20 	 380 
i 217	 99 	 595 
i 562	 382 	 544 
i 130	 88 	 1 
i 421	 527 	 370 
i 78	 280 	 981 
i 659	 331 	 262 
i 605	 949 	 603 
i 712	 310 	 146 
i 180	 399 	 461 
i 560	 567 	 498 
i 156	 783 	 518 
i 699	 346 	 616 
i 699	 475 	 997 
i 70	 896 	 86 
i 51	 973 	 612 
i 313	 632 	 892 
i 915	 238 	 223 
i 62	 950 	 173 
i 523	 131 	 482 
i 21	 691 	 880 
i 539	 846 	 448 
i 156	 546 	 231 
i 154	 246 	 576 
i 239	 315 	 52 
i 851	 366 	 947 
i 743	 679 	 920 
i 966	 594 	 553 
i 139	 655 	 791 
i 621	 178 	 741 
i 502	 199 	 871 
i 949	 738 	 563 
i 180	 893 	 409 
i 756	 47 	 954 
i 808	 285 	 200 
i 756	 137 	 515 
i 677	 879 	 881 
i 230	 846 	 560 
i 22	 985 	 155 
i 762	 606 	 809 
i 634	 109 	 987 
i 197	 58 	 187 
i 606	 238 	 924 
i 560	 994 	 817 
i 760	 802 	 863 
i 276	 559 	 149 
i 157	 236 	 285 
i 716	 466 	 165 
i 870	 487 	 12 
i 680	 249 	 996 
i 668	 883 	 603 
i 854	 81 	 711 
i 778	 686 	 769 
i 596	 247 	 7 
i 460	 7 	 1 
i 608	 283 	 803 
i 893	 439 	 363 
i 58	 156 	 598 
i 70	 27 	 64 
i 66	 706 	 550 
i 668	 374 	 799 
i 380	 229 	 683 
i 149	 8 	 763 
i 156	 603 	 450 
i 156	 63 	 696 
i 959	 671 	 703 
i 323	 564 	 985 
i 920	 622 	 425 
i 984	 691 	 580 
i 535	 757 	 606 
i 335	 425 	 313 
i 18	 805 	 687 
i 781	 953 	 915 
i 231	 109 	 923 
i 927	 265 	 527 
i 630	 225 	 589 
i 616	 547 	 261 
i 41	 468 	 824 
i 620	 452 	 447 
i 227	 986 	 139 
i 539	 321 	 895 
i 226	 339 	 321 
i 142	 120 	 126 
i 65	 351 	 80 
i 591	 278 	 188 
i 181	 908 	 453 
i 442	 524 	 677 
i 267	 564 	 225 
i 713	 185 	 692 
i 851	 411 	 144 
i 747	 950 	 130 
i 68	 176 	 451 
i 193	 318 	 790 
i 272	 383 	 910 
i 460	 974 	 262 
i 912	 156 	 540 
i 590	 597 	 448 
i 814	 863 	 972 
i 506	 576 	 537 
i 649	 428 	 721 
i 779	 176 	 132 
i 231	 243 	 83 
i 21	 436 	 258 
i 931	 708 	 576 
i 193	 168 	 958 
i 732	 81 	 932 
i 180	 670 	 88 
i 152	 484 	 684 
i 688	 990 	 548 
i 410	 640 	 125 
i 542	 419 	 552 
i 624	 650 	 727 
i 882	 671 	 970 
i 458	 602 	 406 
i 417	 794 	 114 
i 349	 526 	 282 
i 437	 706 	 362 
i 122	 858 	 33 
i 669	 546 	 517 
i 793	 956 	 507 
i 346	 498 	 147 
i 74	 123 	 566 
i 44	 5 	 216 
i 450	 462 	 886 
i 563	 878 	 489 
i 845	 228 	 283 
i 207	 665 	 808 
i 239	 786 	 515 
i 755	 456 	 373 
i 263	 249 	 919 
i 409	 595 	 875 
i 974	 668 	 374 
i 191	 712 	 496 
i 78	 162 	 500 
i 566	 725 	 962 
i 849	 570 	 841 
i 658	 777 	 70 
i 173	 17 	 734 
i 545	 772 	 520 
i 464	 35 	 976 
i 339	 444 	 225 
i 712	 419 	 819 
i 208	 610 	 488 
i 708	 687 	 200 
i 670	 254 	 362 
i 512	 103 	 87 
i 581	 760 	 657 
i 315	 932 	 435 
i 835	 478 	 451 
i 811	 941 	 224 
i 36	 281 	 259 
i 855	 993 	 702 
i 344	 202 	 122 
i 544	 909 	 731 
i 905	 580 	 418 
i 992	 92 	 672 
i 649	 672 	 774 
i 85	 987 	 535 
i 535	 822 	 467 
i 759	 633 	 945 
i 18	 669 	 886 
i 720	 525 	 168 
i 841	 868 	 161 
i 572	 412 	 363 
i 990	 318 	 273 
i 662	 310 	 853 
i 437	 959 	 944 
i 971	 44 	 617 
i 439	 579 	 604 
i 384	 338 	 426 
i 271	 356 	 60 
i 438	 76 	 728 
i 599	 917 	 253 
i 962	 490 	 122 
i 235	 480 	 534 
i 88	 143 	 852 
i 33	 580 	 162 
i 649	 551 	 122 
i 254	 990 	 165 
