c Instance Type h
c
n 700
c w	 v1	 v2
i 118	 112 	 767 
i 972	 316 	 405 
i 904	 58 	 554 
i 7	 316 	 732 
i 989	 42 	 242 
i 252	 759 	 963 
i 648	 928 	 532 
i 276	 308 	 558 
i 47	 84 	 262 
i 329	 7 	 487 
i 97	 125 	 480 
i 501	 98 	 592 
i 56	 3 	 907 
i 787	 9 	 964 
i 30	 998 	 281 
i 993	 251 	 323 
i 526	 899 	 82 
i 84	 175 	 11 
i 346	 222 	 318 
i 832	 550 	 402 
i 313	 646 	 408 
i 904	 148 	 533 
i 812	 204 	 630 
i 777	 990 	 633 
i 58	 21 	 642 
i 380	 15 	 640 
i 462	 540 	 891 
i 472	 624 	 790 
i 790	 969 	 965 
i 192	 801 	 187 
i 600	 114 	 737 
i 133	 19 	 384 
i 763	 830 	 532 
i 397	 607 	 735 
i 39	 665 	 725 
i 678	 46 	 746 
i 570	 507 	 760 
i 360	 979 	 301 
i 325	 770 	 924 
i 512	 961 	 893 
i 249	 562 	 695 
i 633	 695 	 809 
i 165	 459 	 827 
i 899	 855 	 657 
i 625	 893 	 265 
i 371	 572 	 929 
i 132	 142 	 975 
i 432	 502 	 482 
i 357	 827 	 462 
i 251	 339 	 232 
i 945	 588 	 194 
i 755	 221 	 755 
i 582	 385 	 451 
i 240	 285 	 909 
i 505	 909 	 764 
i 435	 280 	 657 
i 410	 412 	 229 
i 891	 844 	 371 
i 354	 201 	 872 
i 585	 452 	 699 
i 778	 398 	 39 
i 534	 153 	 626 
i 984	 735 	 847 
i 893	 974 	 233 
i 658	 479 	 517 
i 316	 913 	 426 
i 545	 323 	 706 
i 915	 215 	 119 
i 788	 568 	 962 
i 487	 154 	 164 
i 525	 932 	 615 
i 152	 467 	 14 
i 998	 451 	 166 
i 232	 345 	 901 
i 748	 3 	 875 
i 175	 318 	 355 
i 881	 862 	 268 
i 999	 778 	 591 
i 962	 566 	 806 
i 126	 54 	 375 
i 741	 578 	 528 
i 755	 730 	 461 
i 921	 729 	 927 
i 822	 960 	 378 
i 697	 709 	 723 
i 52	 883 	 726 
i 320	 765 	 44 
i 911	 764 	 906 
i 717	 727 	 685 
i 92	 852 	 251 
i 620	 594 	 304 
i 81	 349 	 882 
i 8	 270 	 613 
i 386	 92 	 342 
i 109	 789 	 302 
i 834	 841 	 12 
i 878	 162 	 895 
i 785	 73 	 660 
i 471	 790 	 425 
i 722	 882 	 152 
i 27	 503 	 5 
i 909	 583 	 599 
i 522	 591 	 948 
i 863	 977 	 218 
i 166	 86 	 310 
i 177	 920 	 100 
i 72	 799 	 940 
i 731	 585 	 103 
i 157	 56 	 175 
i 308	 777 	 965 
i 313	 804 	 847 
i 911	 713 	 350 
i 859	 235 	 933 
i 78	 98 	 524 
i 388	 263 	 502 
i 487	 440 	 588 
i 428	 511 	 508 
i 530	 243 	 308 
i 705	 399 	 892 
i 670	 706 	 948 
i 518	 20 	 726 
i 867	 930 	 530 
i 801	 790 	 243 
i 326	 867 	 478 
i 827	 256 	 575 
i 415	 743 	 838 
i 923	 172 	 278 
i 231	 702 	 788 
i 124	 407 	 31 
i 73	 78 	 430 
i 798	 595 	 136 
i 329	 463 	 156 
i 572	 264 	 86 
i 50	 589 	 875 
i 625	 416 	 743 
i 463	 830 	 999 
i 741	 754 	 742 
i 529	 984 	 913 
i 560	 109 	 615 
i 989	 181 	 23 
i 126	 978 	 100 
i 281	 308 	 694 
i 367	 879 	 158 
i 243	 928 	 421 
i 986	 553 	 10 
i 985	 17 	 426 
i 727	 757 	 257 
i 641	 287 	 11 
i 257	 847 	 995 
i 279	 837 	 104 
i 378	 963 	 284 
i 73	 245 	 263 
i 230	 611 	 570 
i 651	 854 	 449 
i 660	 840 	 378 
i 87	 826 	 931 
i 343	 554 	 947 
i 354	 195 	 705 
i 349	 451 	 991 
i 452	 730 	 838 
i 735	 109 	 676 
i 997	 182 	 639 
i 567	 411 	 883 
i 17	 63 	 495 
i 394	 722 	 349 
i 325	 809 	 190 
i 273	 153 	 16 
i 977	 506 	 569 
i 969	 854 	 764 
i 808	 307 	 216 
i 484	 42 	 945 
i 124	 40 	 54 
i 7	 607 	 235 
i 502	 623 	 646 
i 850	 18 	 708 
i 40	 343 	 431 
i 56	 616 	 241 
i 624	 593 	 393 
i 388	 563 	 898 
i 604	 371 	 753 
i 549	 855 	 60 
i 603	 978 	 102 
i 838	 985 	 142 
i 484	 487 	 748 
i 193	 338 	 372 
i 624	 378 	 390 
i 864	 433 	 732 
i 257	 58 	 348 
i 156	 446 	 941 
i 909	 50 	 505 
i 968	 598 	 876 
i 71	 201 	 731 
i 212	 40 	 710 
i 960	 524 	 695 
i 332	 716 	 183 
i 721	 341 	 520 
i 454	 205 	 897 
i 802	 462 	 331 
i 744	 618 	 388 
i 249	 527 	 833 
i 125	 496 	 882 
i 856	 566 	 481 
i 566	 778 	 682 
i 262	 738 	 721 
i 444	 71 	 245 
i 964	 792 	 961 
i 861	 246 	 302 
i 193	 49 	 507 
i 580	 792 	 968 
i 414	 42 	 586 
i 296	 167 	 113 
i 777	 23 	 608 
i 459	 589 	 175 
i 180	 850 	 953 
i 425	 295 	 691 
i 386	 259 	 762 
i 687	 121 	 554 
i 194	 313 	 800 
i 163	 893 	 848 
i 748	 307 	 641 
i 861	 603 	 682 
i 470	 380 	 849 
i 645	 839 	 871 
i 598	 20 	 461 
i 289	 444 	 312 
i 52	 830 	 606 
i 605	 518 	 865 
i 405	 712 	 986 
i 254	 874 	 300 
i 894	 623 	 193 
i 576	 485 	 500 
i 425	 954 	 104 
i 297	 600 	 484 
i 758	 198 	 323 
i 70	 487 	 342 
i 676	 538 	 786 
i 542	 143 	 616 
i 528	 548 	 134 
i 827	 801 	 845 
i 21	 695 	 720 
i 521	 272 	 343 
i 624	 697 	 827 
i 108	 994 	 782 
i 431	 752 	 382 
i 773	 821 	 580 
i 559	 498 	 67 
i 175	 40 	 604 
i 309	 567 	 747 
i 154	 395 	 295 
i 874	 415 	 97 
i 217	 935 	 791 
i 45	 560 	 64 
i 827	 668 	 760 
i 210	 99 	 754 
i 789	 871 	 507 
i 855	 431 	 328 
i 460	 606 	 826 
i 207	 914 	 865 
i 502	 69 	 432 
i 598	 942 	 827 
i 390	 160 	 243 
i 453	 204 	 179 
i 214	 32 	 738 
i 968	 241 	 406 
i 475	 31 	 505 
i 803	 886 	 377 
i 629	 346 	 807 
i 494	 553 	 413 
i 926	 55 	 328 
i 753	 653 	 396 
i 995	 44 	 338 
i 174	 496 	 498 
i 912	 710 	 702 
i 319	 678 	 733 
i 823	 154 	 974 
i 200	 956 	 5 
i 8	 585 	 891 
i 420	 79 	 237 
i 748	 6 	 790 
i 144	 759 	 844 
i 482	 754 	 498 
i 979	 928 	 541 
i 681	 840 	 38 
i 415	 160 	 747 
i 390	 982 	 426 
i 395	 183 	 579 
i 286	 190 	 535 
i 522	 610 	 121 
i 312	 358 	 200 
i 157	 502 	 205 
i 655	 983 	 963 
i 196	 963 	 718 
i 234	 645 	 647 
i 981	 61 	 488 
i 407	 450 	 647 
i 986	 844 	 630 
i 522	 130 	 812 
i 642	 652 	 3 
i 841	 964 	 613 
i 47	 122 	 970 
i 11	 776 	 473 
i 729	 972 	 456 
i 376	 206 	 420 
i 864	 188 	 65 
i 511	 594 	 125 
i 141	 581 	 575 
i 953	 103 	 419 
i 955	 744 	 549 
i 568	 586 	 201 
i 539	 633 	 166 
i 12	 643 	 287 
i 468	 373 	 64 
i 888	 748 	 37 
i 953	 612 	 243 
i 78	 124 	 430 
i 653	 265 	 25 
i 72	 218 	 605 
i 621	 173 	 707 
i 822	 741 	 452 
i 987	 281 	 38 
i 275	 293 	 670 
i 339	 761 	 314 
i 375	 649 	 686 
i 617	 602 	 435 
i 48	 680 	 48 
i 72	 333 	 172 
i 676	 405 	 436 
i 383	 26 	 653 
i 834	 847 	 826 
i 872	 835 	 568 
i 543	 110 	 848 
i 857	 448 	 141 
i 543	 823 	 901 
i 978	 440 	 551 
i 27	 487 	 153 
i 198	 559 	 833 
i 633	 235 	 166 
i 287	 618 	 570 
i 114	 453 	 596 
i 681	 325 	 443 
i 529	 868 	 278 
i 670	 725 	 387 
i 572	 269 	 835 
i 123	 247 	 658 
i 276	 274 	 99 
i 109	 471 	 586 
i 275	 105 	 145 
i 845	 392 	 380 
i 441	 505 	 998 
i 883	 186 	 451 
i 161	 715 	 776 
i 548	 385 	 644 
i 384	 957 	 370 
i 43	 81 	 638 
i 141	 357 	 885 
i 727	 465 	 159 
i 872	 740 	 630 
i 252	 585 	 734 
i 251	 26 	 126 
i 701	 908 	 631 
i 478	 70 	 816 
i 122	 618 	 531 
i 491	 2 	 916 
i 129	 44 	 874 
i 15	 185 	 954 
i 173	 911 	 311 
i 802	 783 	 776 
i 537	 36 	 516 
i 662	 286 	 101 
i 293	 987 	 126 
i 110	 465 	 35 
i 641	 586 	 104 
i 557	 78 	 721 
i 432	 207 	 722 
i 386	 221 	 766 
i 697	 394 	 950 
i 473	 196 	 861 
i 989	 732 	 645 
i 90	 395 	 680 
i 216	 688 	 966 
i 250	 798 	 953 
i 354	 439 	 418 
i 75	 996 	 5 
i 797	 428 	 83 
i 564	 814 	 289 
i 514	 511 	 510 
i 376	 984 	 903 
i 21	 973 	 100 
i 701	 64 	 832 
i 667	 279 	 227 
i 621	 529 	 915 
i 39	 882 	 713 
i 44	 957 	 153 
i 126	 755 	 149 
i 415	 319 	 577 
i 925	 832 	 391 
i 829	 208 	 901 
i 928	 229 	 886 
i 761	 929 	 859 
i 987	 597 	 922 
i 903	 218 	 202 
i 617	 257 	 730 
i 769	 301 	 613 
i 918	 427 	 571 
i 495	 841 	 326 
i 885	 767 	 645 
i 787	 596 	 478 
i 674	 525 	 686 
i 533	 286 	 914 
i 456	 274 	 844 
i 657	 178 	 441 
