c Instance Type h
c
n 700
c w	 v1	 v2
i 352	 344 	 437 
i 371	 430 	 26 
i 317	 820 	 479 
i 361	 637 	 870 
i 252	 361 	 630 
i 51	 233 	 184 
i 555	 46 	 538 
i 184	 742 	 361 
i 137	 735 	 634 
i 553	 386 	 64 
i 990	 738 	 626 
i 16	 109 	 970 
i 494	 426 	 401 
i 364	 786 	 221 
i 994	 38 	 857 
i 179	 89 	 219 
i 716	 644 	 452 
i 77	 828 	 497 
i 710	 965 	 239 
i 773	 518 	 974 
i 400	 509 	 360 
i 371	 524 	 98 
i 771	 19 	 207 
i 992	 383 	 632 
i 850	 378 	 419 
i 69	 556 	 456 
i 521	 272 	 545 
i 18	 348 	 189 
i 256	 59 	 17 
i 231	 832 	 982 
i 590	 233 	 501 
i 688	 603 	 10 
i 895	 375 	 534 
i 527	 368 	 552 
i 945	 218 	 934 
i 402	 287 	 312 
i 946	 807 	 867 
i 136	 824 	 139 
i 152	 81 	 487 
i 135	 311 	 545 
i 635	 901 	 377 
i 644	 590 	 610 
i 178	 485 	 213 
i 729	 12 	 588 
i 664	 957 	 955 
i 976	 359 	 173 
i 843	 305 	 460 
i 982	 441 	 267 
i 470	 593 	 92 
i 15	 727 	 172 
i 392	 362 	 483 
i 2	 6 	 384 
i 215	 184 	 974 
i 803	 913 	 459 
i 758	 577 	 471 
i 931	 553 	 428 
i 391	 397 	 786 
i 658	 380 	 92 
i 749	 849 	 532 
i 921	 864 	 125 
i 405	 256 	 851 
i 789	 258 	 214 
i 763	 473 	 219 
i 223	 276 	 403 
i 693	 35 	 316 
i 121	 965 	 893 
i 907	 357 	 446 
i 999	 15 	 843 
i 532	 764 	 223 
i 657	 686 	 72 
i 509	 91 	 935 
i 722	 880 	 192 
i 941	 643 	 450 
i 344	 865 	 923 
i 660	 559 	 199 
i 553	 680 	 233 
i 999	 587 	 199 
i 842	 587 	 555 
i 66	 119 	 570 
i 138	 776 	 334 
i 74	 285 	 21 
i 265	 8 	 111 
i 715	 948 	 991 
i 639	 293 	 634 
i 837	 952 	 500 
i 71	 505 	 59 
i 270	 504 	 738 
i 825	 347 	 326 
i 395	 412 	 913 
i 729	 549 	 32 
i 749	 622 	 808 
i 860	 887 	 93 
i 851	 603 	 100 
i 486	 242 	 49 
i 985	 80 	 341 
i 45	 151 	 294 
i 783	 420 	 799 
i 109	 245 	 303 
i 22	 639 	 650 
i 54	 369 	 62 
i 862	 118 	 611 
i 954	 978 	 233 
i 55	 829 	 121 
i 104	 316 	 723 
i 444	 301 	 964 
i 738	 346 	 44 
i 537	 129 	 194 
i 840	 238 	 614 
i 490	 259 	 858 
i 552	 313 	 498 
i 163	 175 	 866 
i 396	 130 	 984 
i 516	 185 	 962 
i 239	 288 	 791 
i 203	 732 	 107 
i 247	 470 	 408 
i 441	 7 	 753 
i 55	 846 	 882 
i 912	 337 	 120 
i 411	 888 	 379 
i 277	 51 	 692 
i 261	 446 	 866 
i 223	 961 	 996 
i 15	 201 	 181 
i 122	 404 	 468 
i 530	 650 	 201 
i 284	 92 	 670 
i 166	 146 	 676 
i 285	 59 	 523 
i 664	 469 	 859 
i 356	 745 	 748 
i 223	 7 	 798 
i 219	 230 	 245 
i 400	 245 	 207 
i 868	 367 	 407 
i 69	 896 	 810 
i 738	 181 	 461 
i 415	 347 	 552 
i 938	 631 	 698 
i 798	 296 	 756 
i 546	 651 	 225 
i 344	 873 	 970 
i 589	 93 	 977 
i 795	 492 	 207 
i 202	 360 	 452 
i 13	 428 	 818 
i 473	 167 	 715 
i 26	 581 	 895 
i 723	 519 	 243 
i 479	 318 	 873 
i 704	 863 	 170 
i 675	 208 	 820 
i 652	 796 	 694 
i 859	 591 	 786 
i 312	 792 	 278 
i 130	 804 	 638 
i 845	 278 	 66 
i 741	 303 	 232 
i 983	 27 	 813 
i 857	 506 	 333 
i 27	 210 	 650 
i 847	 885 	 513 
i 541	 537 	 720 
i 327	 397 	 516 
i 605	 708 	 108 
i 243	 838 	 900 
i 309	 684 	 704 
i 541	 425 	 982 
i 354	 408 	 286 
i 687	 266 	 312 
i 337	 292 	 818 
i 850	 140 	 29 
i 571	 680 	 913 
i 88	 8 	 451 
i 195	 613 	 847 
i 95	 856 	 556 
i 799	 165 	 395 
i 782	 706 	 79 
i 68	 61 	 504 
i 380	 747 	 912 
i 198	 85 	 178 
i 226	 934 	 470 
i 140	 505 	 609 
i 590	 593 	 290 
i 438	 787 	 298 
i 993	 882 	 910 
i 389	 681 	 766 
i 467	 463 	 931 
i 971	 531 	 637 
i 883	 911 	 697 
i 61	 110 	 444 
i 530	 335 	 529 
i 140	 474 	 463 
i 429	 65 	 968 
i 726	 502 	 561 
i 637	 496 	 349 
i 403	 884 	 231 
i 335	 352 	 911 
i 972	 323 	 375 
i 669	 206 	 906 
i 114	 267 	 817 
i 642	 796 	 926 
i 106	 936 	 262 
i 74	 365 	 736 
i 635	 92 	 800 
i 983	 728 	 302 
i 214	 132 	 798 
i 126	 467 	 683 
i 500	 439 	 35 
i 406	 108 	 358 
i 224	 222 	 564 
i 150	 863 	 830 
i 411	 968 	 627 
i 147	 43 	 563 
i 946	 677 	 928 
i 249	 660 	 20 
i 47	 874 	 748 
i 729	 999 	 880 
i 764	 499 	 347 
i 123	 905 	 785 
i 686	 129 	 893 
i 516	 279 	 115 
i 144	 689 	 978 
i 706	 836 	 947 
i 634	 783 	 989 
i 654	 32 	 666 
i 403	 79 	 327 
i 283	 808 	 201 
i 629	 573 	 200 
i 415	 695 	 699 
i 308	 381 	 605 
i 423	 897 	 734 
i 401	 41 	 13 
i 348	 747 	 702 
i 337	 382 	 538 
i 4	 36 	 321 
i 331	 438 	 353 
i 531	 720 	 432 
i 731	 350 	 241 
i 431	 764 	 813 
i 36	 73 	 509 
i 770	 495 	 890 
i 782	 896 	 787 
i 485	 244 	 828 
i 23	 581 	 576 
i 344	 585 	 957 
i 696	 915 	 992 
i 129	 447 	 431 
i 369	 179 	 152 
i 183	 609 	 502 
i 691	 645 	 267 
i 581	 415 	 339 
i 369	 198 	 834 
i 198	 682 	 730 
i 773	 705 	 973 
i 730	 49 	 555 
i 723	 745 	 140 
i 154	 873 	 55 
i 306	 242 	 502 
i 807	 425 	 680 
i 74	 116 	 289 
i 412	 697 	 933 
i 247	 66 	 349 
i 976	 264 	 546 
i 950	 37 	 229 
i 505	 767 	 933 
i 645	 490 	 981 
i 699	 644 	 727 
i 202	 949 	 600 
i 881	 756 	 842 
i 171	 829 	 267 
i 104	 242 	 383 
i 453	 488 	 80 
i 999	 465 	 146 
i 228	 415 	 409 
i 162	 920 	 446 
i 143	 565 	 213 
i 870	 265 	 703 
i 470	 466 	 347 
i 313	 347 	 296 
i 580	 517 	 53 
i 962	 621 	 881 
i 42	 75 	 124 
i 188	 74 	 611 
i 596	 301 	 77 
i 43	 463 	 491 
i 255	 606 	 411 
i 958	 476 	 976 
i 305	 946 	 241 
i 601	 259 	 706 
i 653	 838 	 54 
i 535	 801 	 571 
i 659	 843 	 192 
i 271	 31 	 266 
i 347	 627 	 340 
i 837	 669 	 641 
i 249	 924 	 104 
i 226	 882 	 709 
i 466	 188 	 185 
i 173	 789 	 131 
i 227	 443 	 390 
i 797	 978 	 228 
i 989	 637 	 30 
i 255	 907 	 872 
i 595	 254 	 902 
i 236	 92 	 530 
i 339	 341 	 200 
i 49	 566 	 124 
i 233	 32 	 7 
i 364	 205 	 194 
i 753	 431 	 982 
i 981	 228 	 426 
i 11	 217 	 404 
i 882	 472 	 41 
i 785	 67 	 947 
i 315	 303 	 202 
i 515	 642 	 293 
i 638	 690 	 633 
i 645	 922 	 199 
i 839	 286 	 231 
i 822	 40 	 436 
i 248	 21 	 866 
i 651	 31 	 95 
i 691	 913 	 311 
i 639	 698 	 783 
i 840	 14 	 850 
i 134	 528 	 153 
i 767	 167 	 794 
i 966	 812 	 485 
i 198	 651 	 407 
i 633	 473 	 693 
i 499	 721 	 733 
i 593	 372 	 753 
i 904	 64 	 783 
i 688	 702 	 697 
i 538	 543 	 395 
i 691	 676 	 409 
i 486	 444 	 937 
i 970	 410 	 104 
i 378	 607 	 916 
i 71	 240 	 567 
i 803	 739 	 41 
i 557	 333 	 761 
i 341	 237 	 133 
i 38	 925 	 196 
i 433	 463 	 898 
i 841	 155 	 441 
i 778	 640 	 118 
i 882	 611 	 562 
i 798	 988 	 971 
i 366	 60 	 579 
i 406	 863 	 819 
i 167	 420 	 558 
i 300	 760 	 890 
i 496	 798 	 128 
i 394	 231 	 53 
i 835	 72 	 516 
i 953	 850 	 671 
i 516	 733 	 311 
i 487	 532 	 921 
i 67	 897 	 910 
i 885	 304 	 969 
i 444	 471 	 832 
i 334	 770 	 253 
i 462	 267 	 13 
i 515	 661 	 811 
i 32	 497 	 42 
i 702	 451 	 114 
i 14	 966 	 964 
i 935	 454 	 697 
i 845	 520 	 229 
i 814	 406 	 127 
i 647	 849 	 431 
i 899	 184 	 901 
i 911	 645 	 672 
i 723	 161 	 938 
i 764	 192 	 600 
i 877	 894 	 97 
i 841	 907 	 547 
i 539	 842 	 514 
i 768	 687 	 967 
i 895	 502 	 488 
i 326	 149 	 893 
i 227	 48 	 742 
i 899	 959 	 925 
i 838	 682 	 571 
i 438	 446 	 731 
i 534	 324 	 923 
i 82	 166 	 817 
i 595	 704 	 725 
i 563	 473 	 567 
i 51	 368 	 255 
i 943	 693 	 757 
i 686	 920 	 905 
i 611	 819 	 953 
i 182	 658 	 912 
i 913	 96 	 595 
i 836	 630 	 42 
i 654	 712 	 365 
i 379	 308 	 531 
i 946	 870 	 236 
i 201	 921 	 708 
i 958	 864 	 76 
i 863	 551 	 768 
i 816	 162 	 689 
i 729	 344 	 509 
i 324	 258 	 167 
i 365	 95 	 262 
i 730	 748 	 892 
i 261	 128 	 604 
i 496	 74 	 911 
i 205	 275 	 782 
i 280	 234 	 703 
i 49	 97 	 568 
i 738	 913 	 119 
i 247	 642 	 281 
i 413	 966 	 624 
i 674	 332 	 882 
i 567	 62 	 976 
i 171	 323 	 725 
i 82	 819 	 853 
i 863	 24 	 927 
i 567	 304 	 203 
i 135	 353 	 436 
i 253	 91 	 532 
i 533	 337 	 446 
i 158	 749 	 89 
i 41	 424 	 56 
i 17	 990 	 387 
i 742	 162 	 449 
i 595	 244 	 771 
i 523	 108 	 591 
i 725	 674 	 615 
i 161	 808 	 919 
i 693	 61 	 272 
i 139	 594 	 362 
i 228	 752 	 699 
i 283	 792 	 449 
i 669	 809 	 873 
i 118	 551 	 864 
i 889	 147 	 26 
i 481	 669 	 269 
i 96	 394 	 376 
i 16	 555 	 50 
i 287	 248 	 858 
i 649	 387 	 919 
i 349	 614 	 514 
i 797	 896 	 266 
i 670	 565 	 58 
i 534	 683 	 866 
i 560	 573 	 418 
i 829	 54 	 564 
i 205	 150 	 234 
i 255	 165 	 627 
i 114	 452 	 182 
i 33	 101 	 429 
i 546	 449 	 815 
i 811	 247 	 430 
i 869	 916 	 326 
i 736	 451 	 890 
i 154	 11 	 574 
i 718	 839 	 147 
i 951	 45 	 200 
i 579	 300 	 350 
i 760	 413 	 514 
i 190	 445 	 966 
i 6	 991 	 67 
i 435	 802 	 516 
i 760	 672 	 762 
i 651	 408 	 679 
i 226	 562 	 131 
i 372	 280 	 142 
i 572	 231 	 981 
i 922	 809 	 27 
i 437	 570 	 326 
i 403	 760 	 739 
i 470	 765 	 184 
i 986	 201 	 176 
i 748	 961 	 977 
i 428	 613 	 650 
i 559	 838 	 58 
i 700	 211 	 619 
i 681	 783 	 899 
i 707	 705 	 131 
i 34	 142 	 940 
i 772	 545 	 510 
i 955	 15 	 271 
i 132	 1 	 36 
i 110	 749 	 237 
i 759	 178 	 198 
i 817	 736 	 811 
i 437	 436 	 650 
i 336	 118 	 861 
i 466	 824 	 644 
i 407	 858 	 350 
i 916	 630 	 492 
i 187	 586 	 37 
i 223	 717 	 52 
i 460	 826 	 53 
i 658	 585 	 801 
i 469	 402 	 979 
i 120	 838 	 715 
i 980	 175 	 152 
i 624	 640 	 269 
i 974	 47 	 94 
i 466	 963 	 951 
i 503	 151 	 581 
i 554	 374 	 168 
i 606	 833 	 884 
i 408	 491 	 710 
i 387	 960 	 296 
i 103	 80 	 697 
i 254	 60 	 536 
i 523	 684 	 710 
i 616	 658 	 351 
i 568	 125 	 398 
i 150	 627 	 362 
i 317	 182 	 512 
i 201	 787 	 886 
i 910	 196 	 720 
i 207	 583 	 211 
i 903	 685 	 172 
i 440	 938 	 252 
i 150	 462 	 312 
i 501	 78 	 996 
i 898	 645 	 654 
i 260	 795 	 779 
i 772	 112 	 406 
i 658	 312 	 587 
i 378	 223 	 375 
i 589	 429 	 570 
i 761	 333 	 153 
i 13	 772 	 838 
i 325	 922 	 777 
i 321	 423 	 239 
i 975	 322 	 316 
i 754	 582 	 961 
i 161	 354 	 757 
i 747	 13 	 868 
i 123	 391 	 180 
i 693	 980 	 403 
i 846	 741 	 832 
i 684	 754 	 165 
i 461	 80 	 937 
i 699	 400 	 860 
i 16	 376 	 284 
i 977	 130 	 605 
i 734	 290 	 187 
i 602	 38 	 541 
i 782	 161 	 553 
i 185	 853 	 944 
i 17	 699 	 924 
i 182	 383 	 666 
i 120	 843 	 421 
i 979	 543 	 500 
i 263	 559 	 900 
i 867	 536 	 276 
i 55	 271 	 406 
i 595	 873 	 696 
i 149	 655 	 734 
i 94	 840 	 894 
i 19	 857 	 747 
i 684	 40 	 446 
i 106	 159 	 829 
i 606	 138 	 672 
i 507	 401 	 216 
i 783	 268 	 774 
i 189	 323 	 311 
i 885	 918 	 581 
i 619	 67 	 455 
i 514	 161 	 110 
i 261	 179 	 950 
i 707	 863 	 808 
i 536	 968 	 847 
i 209	 575 	 7 
i 424	 82 	 144 
i 199	 864 	 545 
i 510	 54 	 812 
i 91	 938 	 136 
i 546	 558 	 54 
i 656	 72 	 121 
i 606	 332 	 281 
i 415	 39 	 459 
i 262	 575 	 323 
i 269	 783 	 291 
i 413	 208 	 865 
i 957	 406 	 947 
i 769	 915 	 811 
i 905	 7 	 864 
i 958	 552 	 803 
i 79	 208 	 361 
i 360	 814 	 432 
i 818	 229 	 764 
i 141	 491 	 803 
i 432	 759 	 378 
i 298	 172 	 162 
i 246	 129 	 369 
i 57	 898 	 774 
i 921	 803 	 690 
i 724	 762 	 696 
i 86	 840 	 249 
i 518	 201 	 457 
i 282	 19 	 272 
i 86	 160 	 501 
i 463	 592 	 992 
i 624	 890 	 752 
i 993	 136 	 924 
i 767	 193 	 54 
i 458	 114 	 951 
i 155	 838 	 755 
i 403	 923 	 518 
i 860	 441 	 359 
i 132	 723 	 559 
i 632	 808 	 578 
i 624	 272 	 737 
i 377	 896 	 330 
i 301	 889 	 220 
