c Instance Type h
c
n 700
c w	 v1	 v2
i 266	 458 	 128 
i 786	 385 	 475 
i 414	 395 	 261 
i 127	 141 	 495 
i 226	 664 	 153 
i 878	 249 	 206 
i 950	 86 	 814 
i 275	 598 	 577 
i 605	 926 	 563 
i 655	 699 	 442 
i 783	 964 	 316 
i 258	 750 	 774 
i 519	 165 	 160 
i 14	 291 	 554 
i 167	 516 	 694 
i 372	 395 	 359 
i 187	 345 	 607 
i 763	 619 	 693 
i 327	 224 	 292 
i 768	 879 	 218 
i 85	 663 	 916 
i 859	 920 	 881 
i 19	 439 	 632 
i 573	 453 	 796 
i 267	 619 	 88 
i 626	 991 	 603 
i 234	 179 	 998 
i 926	 941 	 343 
i 218	 268 	 962 
i 436	 37 	 187 
i 353	 122 	 66 
i 234	 981 	 729 
i 865	 999 	 650 
i 662	 573 	 90 
i 749	 840 	 542 
i 353	 466 	 162 
i 351	 699 	 154 
i 694	 625 	 332 
i 656	 843 	 274 
i 843	 280 	 542 
i 909	 632 	 579 
i 638	 866 	 700 
i 288	 731 	 681 
i 377	 394 	 681 
i 919	 143 	 254 
i 82	 496 	 94 
i 235	 847 	 559 
i 567	 541 	 259 
i 840	 198 	 884 
i 383	 41 	 728 
i 961	 950 	 8 
i 662	 588 	 639 
i 343	 876 	 505 
i 25	 253 	 237 
i 279	 173 	 631 
i 372	 254 	 774 
i 931	 488 	 270 
i 191	 56 	 117 
i 75	 895 	 658 
i 802	 278 	 855 
i 810	 240 	 896 
i 450	 901 	 846 
i 955	 245 	 435 
i 192	 269 	 311 
i 823	 548 	 564 
i 597	 919 	 736 
i 867	 851 	 990 
i 983	 42 	 479 
i 642	 117 	 534 
i 498	 918 	 430 
i 394	 728 	 707 
i 241	 178 	 947 
i 676	 133 	 848 
i 986	 325 	 93 
i 551	 148 	 362 
i 288	 745 	 909 
i 278	 612 	 829 
i 756	 596 	 681 
i 291	 238 	 722 
i 720	 735 	 839 
i 428	 130 	 757 
i 375	 371 	 486 
i 223	 47 	 664 
i 316	 34 	 797 
i 678	 584 	 123 
i 587	 871 	 270 
i 417	 150 	 16 
i 98	 906 	 627 
i 820	 197 	 223 
i 659	 916 	 461 
i 417	 344 	 197 
i 902	 718 	 326 
i 567	 941 	 697 
i 364	 258 	 743 
i 486	 935 	 776 
i 756	 523 	 360 
i 771	 939 	 232 
i 399	 38 	 381 
i 621	 857 	 287 
i 82	 517 	 483 
i 279	 933 	 400 
i 604	 836 	 743 
i 301	 403 	 462 
i 45	 767 	 404 
i 820	 254 	 661 
i 181	 10 	 597 
i 413	 781 	 120 
i 794	 180 	 59 
i 82	 801 	 96 
i 565	 882 	 953 
i 964	 161 	 470 
i 708	 765 	 403 
i 171	 67 	 240 
i 574	 111 	 642 
i 236	 931 	 410 
i 832	 113 	 663 
i 951	 525 	 672 
i 11	 320 	 454 
i 106	 401 	 633 
i 59	 965 	 434 
i 529	 929 	 317 
i 931	 638 	 478 
i 171	 808 	 244 
i 813	 383 	 310 
i 223	 618 	 421 
i 886	 450 	 353 
i 558	 402 	 465 
i 13	 412 	 990 
i 645	 518 	 310 
i 80	 576 	 710 
i 396	 106 	 676 
i 873	 37 	 606 
i 118	 208 	 244 
i 427	 22 	 53 
i 848	 244 	 435 
i 201	 130 	 53 
i 666	 688 	 503 
i 656	 700 	 904 
i 965	 346 	 316 
i 676	 425 	 833 
i 353	 821 	 410 
i 958	 694 	 515 
i 203	 812 	 552 
i 255	 239 	 760 
i 689	 88 	 781 
i 742	 288 	 26 
i 245	 953 	 156 
i 150	 609 	 844 
i 466	 575 	 545 
i 299	 252 	 890 
i 709	 604 	 316 
i 225	 563 	 137 
i 776	 765 	 831 
i 537	 21 	 643 
i 318	 709 	 882 
i 343	 452 	 969 
i 499	 696 	 257 
i 343	 846 	 211 
i 887	 312 	 820 
i 778	 611 	 396 
i 94	 320 	 647 
i 230	 545 	 252 
i 61	 322 	 815 
i 704	 858 	 580 
i 586	 176 	 600 
i 555	 519 	 310 
i 812	 18 	 762 
i 23	 360 	 459 
i 842	 248 	 305 
i 238	 26 	 616 
i 885	 119 	 227 
i 138	 349 	 547 
i 952	 410 	 92 
i 533	 114 	 413 
i 134	 699 	 272 
i 444	 254 	 447 
i 206	 66 	 965 
i 664	 89 	 982 
i 968	 930 	 343 
i 585	 169 	 590 
i 812	 55 	 615 
i 360	 192 	 734 
i 452	 145 	 83 
i 865	 678 	 492 
i 137	 811 	 605 
i 583	 256 	 305 
i 549	 462 	 559 
i 532	 126 	 624 
i 874	 95 	 712 
i 465	 680 	 643 
i 80	 492 	 811 
i 814	 852 	 866 
i 896	 304 	 59 
i 389	 170 	 203 
i 994	 306 	 880 
i 299	 889 	 692 
i 857	 439 	 948 
i 482	 970 	 410 
i 194	 845 	 536 
i 837	 310 	 630 
i 649	 390 	 310 
i 515	 204 	 802 
i 573	 101 	 655 
i 776	 489 	 959 
i 657	 483 	 129 
i 350	 781 	 435 
i 298	 639 	 325 
i 708	 121 	 764 
i 244	 315 	 734 
i 873	 152 	 580 
i 184	 801 	 890 
i 986	 316 	 281 
i 641	 889 	 484 
i 601	 665 	 585 
i 729	 323 	 74 
i 165	 672 	 556 
i 490	 969 	 338 
i 254	 677 	 977 
i 988	 920 	 98 
i 569	 794 	 412 
i 459	 978 	 564 
i 739	 964 	 365 
i 224	 606 	 681 
i 809	 207 	 570 
i 882	 936 	 236 
i 439	 102 	 558 
i 777	 591 	 230 
i 754	 845 	 200 
i 852	 834 	 877 
i 264	 403 	 798 
i 828	 861 	 593 
i 193	 601 	 571 
i 874	 825 	 536 
i 444	 634 	 142 
i 680	 517 	 349 
i 238	 956 	 286 
i 468	 733 	 388 
i 668	 488 	 979 
i 545	 340 	 824 
i 344	 603 	 658 
i 936	 432 	 61 
i 507	 625 	 922 
i 44	 499 	 524 
i 186	 943 	 350 
i 534	 623 	 984 
i 820	 861 	 501 
i 208	 330 	 457 
i 188	 997 	 191 
i 12	 543 	 678 
i 670	 886 	 19 
i 731	 823 	 622 
i 654	 331 	 54 
i 178	 374 	 678 
i 528	 559 	 177 
i 512	 94 	 120 
i 14	 914 	 743 
i 471	 123 	 605 
i 661	 310 	 934 
i 340	 322 	 931 
i 358	 991 	 475 
i 979	 723 	 362 
i 33	 377 	 185 
i 711	 555 	 515 
i 887	 84 	 889 
i 8	 595 	 448 
i 751	 608 	 542 
i 356	 79 	 456 
i 291	 740 	 578 
i 223	 80 	 887 
i 697	 438 	 210 
i 59	 417 	 201 
i 244	 450 	 924 
i 758	 161 	 302 
i 647	 49 	 856 
i 96	 56 	 939 
i 638	 807 	 535 
i 94	 163 	 143 
i 672	 454 	 222 
i 560	 676 	 962 
i 769	 373 	 42 
i 970	 432 	 480 
i 894	 675 	 896 
i 196	 434 	 346 
i 53	 81 	 507 
i 991	 177 	 555 
i 527	 814 	 611 
i 670	 908 	 418 
i 891	 580 	 581 
i 854	 140 	 35 
i 895	 908 	 710 
i 375	 878 	 84 
i 272	 773 	 515 
i 618	 968 	 190 
i 125	 21 	 623 
i 679	 13 	 704 
i 291	 539 	 881 
i 709	 209 	 696 
i 290	 101 	 604 
i 325	 954 	 184 
i 36	 850 	 324 
i 119	 226 	 233 
i 634	 498 	 112 
i 823	 116 	 884 
i 447	 241 	 852 
i 151	 919 	 873 
i 33	 211 	 885 
i 728	 919 	 425 
i 332	 209 	 634 
i 516	 534 	 734 
i 840	 569 	 689 
i 73	 688 	 540 
i 184	 322 	 766 
i 68	 145 	 264 
i 920	 592 	 379 
i 793	 743 	 619 
i 678	 775 	 539 
i 104	 503 	 749 
i 737	 835 	 669 
i 472	 352 	 878 
i 162	 192 	 412 
i 701	 264 	 981 
i 467	 448 	 669 
i 731	 516 	 990 
i 111	 436 	 136 
i 729	 230 	 728 
i 269	 907 	 471 
i 19	 12 	 246 
i 687	 748 	 749 
i 565	 220 	 584 
i 977	 381 	 935 
i 958	 83 	 127 
i 628	 550 	 391 
i 619	 281 	 839 
i 755	 391 	 355 
i 483	 121 	 791 
i 953	 390 	 21 
i 200	 408 	 928 
i 948	 96 	 939 
i 532	 661 	 687 
i 468	 639 	 907 
i 594	 598 	 288 
i 985	 226 	 370 
i 824	 845 	 919 
i 180	 600 	 201 
i 970	 84 	 592 
i 991	 37 	 712 
i 919	 236 	 102 
i 858	 185 	 510 
i 546	 716 	 606 
i 453	 185 	 267 
i 740	 779 	 906 
i 111	 764 	 504 
i 31	 589 	 729 
i 232	 768 	 575 
i 823	 739 	 175 
i 535	 730 	 258 
i 637	 650 	 295 
i 148	 509 	 531 
i 753	 55 	 715 
i 21	 508 	 432 
i 926	 249 	 616 
i 430	 359 	 395 
i 160	 390 	 160 
i 735	 621 	 748 
i 909	 444 	 517 
i 168	 979 	 257 
i 463	 617 	 987 
i 994	 764 	 637 
i 710	 518 	 146 
i 142	 539 	 201 
i 758	 465 	 708 
i 154	 895 	 956 
i 313	 56 	 316 
i 62	 790 	 705 
i 579	 700 	 327 
i 836	 868 	 771 
i 823	 332 	 750 
i 461	 326 	 368 
i 607	 36 	 133 
i 807	 178 	 650 
i 516	 936 	 189 
i 472	 91 	 654 
i 787	 403 	 550 
i 493	 465 	 605 
i 819	 45 	 396 
i 590	 880 	 97 
i 341	 704 	 965 
i 709	 165 	 297 
i 841	 771 	 623 
i 492	 579 	 659 
i 681	 95 	 836 
i 336	 567 	 773 
i 885	 355 	 863 
i 491	 847 	 267 
i 886	 667 	 732 
i 983	 258 	 776 
i 948	 599 	 657 
i 246	 308 	 361 
i 868	 149 	 526 
i 527	 641 	 298 
i 364	 322 	 876 
i 137	 657 	 971 
i 1	 543 	 538 
i 268	 34 	 892 
i 999	 920 	 740 
i 776	 903 	 407 
i 433	 852 	 665 
i 793	 98 	 264 
i 320	 965 	 571 
i 617	 493 	 720 
i 493	 856 	 361 
i 465	 993 	 683 
i 4	 993 	 341 
i 895	 261 	 883 
i 636	 261 	 917 
i 44	 37 	 837 
i 708	 469 	 741 
i 971	 263 	 593 
i 542	 582 	 691 
i 263	 199 	 657 
i 624	 692 	 150 
i 307	 157 	 6 
i 648	 160 	 998 
i 531	 56 	 992 
i 448	 691 	 254 
i 286	 734 	 515 
i 27	 443 	 551 
i 620	 414 	 21 
i 311	 956 	 283 
i 967	 219 	 865 
i 117	 842 	 64 
i 123	 150 	 756 
i 122	 797 	 913 
i 115	 329 	 73 
i 368	 776 	 129 
i 883	 63 	 820 
i 434	 89 	 555 
i 454	 709 	 997 
i 737	 21 	 411 
i 602	 987 	 367 
i 666	 105 	 586 
i 422	 228 	 428 
i 335	 349 	 578 
i 408	 463 	 375 
i 536	 831 	 703 
i 357	 714 	 480 
i 911	 149 	 543 
i 908	 603 	 632 
i 320	 341 	 341 
i 687	 943 	 361 
i 273	 609 	 349 
i 701	 32 	 454 
i 280	 367 	 681 
i 654	 775 	 31 
i 358	 312 	 494 
i 838	 668 	 325 
i 381	 579 	 40 
i 13	 488 	 189 
i 354	 807 	 792 
i 714	 495 	 133 
i 63	 768 	 76 
i 516	 469 	 684 
i 198	 749 	 716 
i 228	 403 	 84 
i 721	 761 	 858 
i 47	 600 	 170 
i 87	 981 	 837 
i 275	 993 	 417 
i 67	 348 	 905 
i 200	 62 	 712 
i 275	 125 	 208 
i 959	 641 	 975 
i 675	 839 	 445 
i 758	 67 	 194 
i 617	 788 	 597 
i 786	 834 	 358 
i 624	 920 	 958 
i 42	 196 	 939 
i 946	 263 	 933 
i 659	 462 	 281 
i 866	 736 	 343 
i 842	 695 	 467 
i 287	 371 	 109 
i 480	 130 	 947 
i 77	 746 	 14 
i 435	 533 	 802 
i 393	 158 	 636 
i 332	 199 	 557 
i 265	 146 	 752 
i 545	 805 	 15 
i 888	 672 	 476 
i 355	 514 	 213 
i 464	 800 	 907 
i 411	 280 	 279 
i 425	 357 	 408 
i 227	 791 	 155 
i 863	 185 	 687 
i 420	 516 	 845 
i 172	 781 	 45 
i 187	 327 	 190 
i 662	 215 	 995 
i 875	 570 	 667 
i 783	 34 	 181 
i 62	 445 	 980 
i 470	 870 	 261 
i 624	 97 	 618 
i 312	 959 	 410 
i 157	 379 	 594 
i 202	 551 	 111 
i 391	 737 	 892 
i 386	 400 	 219 
i 54	 275 	 434 
i 234	 58 	 4 
i 214	 119 	 38 
i 475	 589 	 482 
i 93	 213 	 352 
i 502	 525 	 449 
i 97	 682 	 409 
i 207	 883 	 788 
i 99	 275 	 339 
i 318	 660 	 77 
i 751	 714 	 476 
i 755	 947 	 750 
i 792	 162 	 808 
i 275	 636 	 927 
i 627	 729 	 516 
i 76	 232 	 728 
i 484	 328 	 254 
i 273	 534 	 935 
i 611	 632 	 818 
i 687	 949 	 93 
i 164	 701 	 753 
i 914	 456 	 467 
i 722	 248 	 414 
i 649	 523 	 576 
i 165	 150 	 213 
i 893	 225 	 941 
i 147	 709 	 173 
i 83	 981 	 500 
i 900	 593 	 35 
i 993	 281 	 666 
i 746	 444 	 616 
i 214	 358 	 317 
