c Instance Type h
c
n 100
c w	 v1	 v2
i 120	 836 	 188 
i 17	 521 	 836 
i 770	 968 	 238 
i 756	 882 	 916 
i 216	 589 	 383 
i 774	 420 	 766 
i 346	 457 	 442 
i 773	 249 	 964 
i 641	 531 	 538 
i 534	 246 	 363 
i 722	 365 	 983 
i 559	 382 	 820 
i 796	 152 	 341 
i 713	 908 	 309 
i 96	 124 	 191 
i 861	 898 	 780 
i 304	 244 	 201 
i 268	 17 	 658 
i 806	 658 	 906 
i 170	 193 	 437 
i 153	 914 	 682 
i 973	 473 	 48 
i 314	 270 	 429 
i 622	 982 	 581 
i 812	 79 	 489 
i 593	 939 	 613 
i 794	 244 	 511 
i 452	 512 	 755 
i 358	 319 	 772 
i 795	 489 	 430 
i 478	 641 	 622 
i 525	 614 	 536 
i 954	 928 	 10 
i 535	 550 	 280 
i 25	 363 	 262 
i 637	 956 	 340 
i 149	 750 	 280 
i 904	 202 	 524 
i 676	 560 	 36 
i 106	 355 	 355 
i 728	 832 	 843 
i 265	 358 	 485 
i 274	 312 	 100 
i 553	 847 	 28 
i 815	 872 	 577 
i 156	 510 	 940 
i 435	 659 	 896 
i 958	 563 	 646 
i 994	 240 	 848 
i 349	 345 	 408 
i 193	 73 	 763 
i 677	 337 	 596 
i 776	 611 	 953 
i 804	 165 	 266 
i 382	 979 	 114 
i 322	 135 	 985 
i 218	 570 	 496 
i 864	 529 	 155 
i 712	 523 	 717 
i 121	 872 	 956 
i 883	 66 	 302 
i 479	 742 	 375 
i 433	 519 	 712 
i 699	 324 	 323 
i 812	 705 	 488 
i 798	 27 	 468 
i 294	 245 	 603 
i 448	 109 	 173 
i 166	 821 	 702 
i 123	 941 	 226 
i 424	 824 	 99 
i 798	 304 	 164 
i 511	 736 	 906 
i 834	 435 	 426 
i 322	 247 	 749 
i 789	 46 	 454 
i 393	 339 	 481 
i 565	 787 	 725 
i 267	 952 	 834 
i 492	 75 	 656 
i 590	 499 	 597 
i 754	 298 	 422 
i 660	 808 	 725 
i 86	 642 	 461 
i 835	 963 	 896 
i 289	 753 	 143 
i 770	 146 	 189 
i 496	 711 	 528 
i 331	 978 	 315 
i 986	 471 	 267 
i 584	 62 	 342 
i 6	 815 	 840 
i 731	 475 	 138 
i 192	 561 	 945 
i 88	 396 	 588 
i 231	 685 	 551 
i 420	 455 	 305 
i 947	 950 	 450 
i 262	 281 	 161 
i 529	 268 	 140 
c
c
W 26005
c end of file
