c Instance Type h
c
n 100
c w	 v1	 v2
i 700	 46 	 677 
i 312	 277 	 309 
i 268	 823 	 936 
i 921	 814 	 21 
i 688	 109 	 994 
i 795	 140 	 879 
i 791	 247 	 467 
i 921	 410 	 173 
i 836	 100 	 626 
i 758	 593 	 171 
i 436	 293 	 128 
i 745	 605 	 173 
i 681	 873 	 450 
i 701	 794 	 273 
i 696	 483 	 88 
i 575	 278 	 197 
i 42	 69 	 336 
i 215	 990 	 583 
i 840	 826 	 992 
i 12	 585 	 92 
i 140	 22 	 685 
i 313	 766 	 978 
i 762	 447 	 583 
i 36	 149 	 457 
i 124	 844 	 251 
i 320	 419 	 734 
i 655	 461 	 12 
i 238	 675 	 81 
i 231	 516 	 71 
i 323	 528 	 897 
i 9	 667 	 483 
i 987	 980 	 504 
i 570	 742 	 271 
i 28	 778 	 718 
i 278	 901 	 866 
i 12	 221 	 711 
i 24	 876 	 131 
i 104	 115 	 591 
i 175	 346 	 267 
i 72	 668 	 783 
i 554	 677 	 312 
i 59	 664 	 978 
i 329	 235 	 958 
i 47	 262 	 701 
i 913	 540 	 479 
i 624	 552 	 381 
i 754	 575 	 601 
i 346	 679 	 477 
i 613	 853 	 592 
i 397	 925 	 937 
i 708	 479 	 605 
i 687	 538 	 283 
i 646	 867 	 946 
i 347	 913 	 181 
i 826	 827 	 443 
i 207	 452 	 982 
i 808	 207 	 535 
i 286	 552 	 110 
i 877	 166 	 788 
i 814	 562 	 642 
i 420	 271 	 567 
i 702	 957 	 47 
i 649	 603 	 584 
i 830	 950 	 451 
i 273	 776 	 365 
i 256	 983 	 193 
i 790	 791 	 644 
i 900	 77 	 850 
i 689	 953 	 403 
i 331	 768 	 569 
i 898	 188 	 131 
i 944	 890 	 402 
i 529	 539 	 359 
i 980	 370 	 961 
i 346	 642 	 912 
i 538	 898 	 688 
i 182	 689 	 672 
i 33	 589 	 463 
i 436	 279 	 540 
i 5	 609 	 494 
i 136	 508 	 262 
i 537	 453 	 450 
i 895	 981 	 340 
i 857	 961 	 879 
i 769	 308 	 249 
i 458	 845 	 891 
i 130	 28 	 789 
i 592	 61 	 478 
i 133	 496 	 68 
i 626	 500 	 346 
i 887	 635 	 955 
i 338	 172 	 464 
i 677	 68 	 916 
i 557	 924 	 897 
i 805	 694 	 859 
i 697	 152 	 167 
i 487	 281 	 13 
i 965	 873 	 40 
i 33	 6 	 100 
i 379	 632 	 596 
c
c
W 24933
c end of file
