c Instance Type h
c
n 200
c w	 v1	 v2
i 394	 783 	 840 
i 911	 198 	 798 
i 768	 278 	 335 
i 477	 629 	 554 
i 513	 952 	 365 
i 636	 717 	 916 
i 607	 17 	 142 
i 138	 804 	 243 
i 401	 130 	 157 
i 998	 219 	 109 
i 839	 613 	 513 
i 637	 524 	 296 
i 972	 293 	 494 
i 527	 770 	 771 
i 891	 284 	 400 
i 807	 919 	 353 
i 949	 526 	 70 
i 193	 663 	 86 
i 349	 65 	 890 
i 458	 64 	 21 
i 970	 902 	 239 
i 267	 540 	 851 
i 760	 513 	 375 
i 532	 40 	 668 
i 931	 930 	 438 
i 285	 738 	 721 
i 354	 688 	 640 
i 440	 880 	 166 
i 331	 229 	 829 
i 351	 686 	 893 
i 589	 657 	 956 
i 440	 924 	 858 
i 814	 684 	 399 
i 483	 216 	 911 
i 920	 148 	 950 
i 641	 432 	 881 
i 281	 786 	 619 
i 447	 226 	 308 
i 276	 556 	 188 
i 170	 906 	 417 
i 126	 495 	 104 
i 984	 935 	 760 
i 383	 750 	 684 
i 294	 233 	 369 
i 245	 153 	 584 
i 126	 793 	 732 
i 745	 75 	 164 
i 53	 522 	 950 
i 240	 798 	 177 
i 656	 967 	 732 
i 759	 94 	 639 
i 520	 79 	 135 
i 205	 461 	 70 
i 573	 755 	 819 
i 158	 999 	 52 
i 890	 126 	 205 
i 55	 870 	 997 
i 5	 923 	 73 
i 181	 163 	 594 
i 913	 819 	 392 
i 552	 579 	 359 
i 687	 100 	 453 
i 757	 304 	 531 
i 577	 877 	 992 
i 629	 36 	 748 
i 833	 925 	 748 
i 831	 979 	 873 
i 903	 983 	 744 
i 497	 164 	 667 
i 889	 77 	 830 
i 248	 629 	 650 
i 700	 317 	 229 
i 232	 75 	 329 
i 224	 651 	 633 
i 971	 280 	 511 
i 719	 114 	 546 
i 592	 944 	 472 
i 337	 847 	 451 
i 4	 345 	 435 
i 833	 234 	 598 
i 483	 482 	 675 
i 712	 183 	 305 
i 41	 414 	 622 
i 674	 638 	 696 
i 185	 609 	 347 
i 730	 329 	 627 
i 203	 920 	 740 
i 653	 258 	 685 
i 88	 261 	 532 
i 686	 94 	 877 
i 362	 577 	 112 
i 666	 289 	 593 
i 289	 330 	 775 
i 984	 4 	 190 
i 332	 189 	 827 
i 958	 919 	 437 
i 699	 122 	 765 
i 384	 774 	 686 
i 916	 862 	 943 
i 793	 548 	 204 
i 905	 909 	 297 
i 498	 576 	 874 
i 274	 864 	 163 
i 464	 849 	 492 
i 291	 181 	 496 
i 727	 139 	 684 
i 492	 838 	 603 
i 179	 222 	 724 
i 122	 139 	 499 
i 325	 931 	 361 
i 622	 836 	 908 
i 496	 335 	 818 
i 659	 609 	 394 
i 152	 73 	 259 
i 647	 364 	 108 
i 332	 92 	 288 
i 934	 583 	 427 
i 659	 762 	 266 
i 158	 883 	 487 
i 518	 208 	 626 
i 426	 830 	 558 
i 245	 326 	 394 
i 639	 984 	 729 
i 897	 136 	 338 
i 6	 783 	 411 
i 294	 115 	 774 
i 721	 50 	 865 
i 986	 708 	 449 
i 474	 865 	 211 
i 100	 383 	 94 
i 657	 809 	 302 
i 52	 54 	 132 
i 781	 692 	 458 
i 119	 590 	 443 
i 530	 595 	 579 
i 304	 888 	 362 
i 170	 610 	 477 
i 619	 596 	 526 
i 829	 71 	 234 
i 923	 170 	 99 
i 226	 826 	 482 
i 357	 878 	 291 
i 815	 659 	 344 
i 258	 778 	 37 
i 836	 308 	 626 
i 198	 612 	 221 
i 674	 782 	 110 
i 201	 401 	 719 
i 434	 231 	 316 
i 533	 155 	 386 
i 15	 380 	 555 
i 306	 737 	 382 
i 650	 552 	 261 
i 686	 809 	 919 
i 312	 646 	 698 
i 533	 844 	 6 
i 643	 518 	 618 
i 362	 719 	 401 
i 678	 153 	 802 
i 64	 686 	 33 
i 619	 700 	 188 
i 2	 6 	 568 
i 262	 655 	 305 
i 181	 342 	 857 
i 879	 653 	 667 
i 885	 187 	 313 
i 503	 829 	 157 
i 904	 191 	 675 
i 706	 869 	 395 
i 739	 932 	 547 
i 926	 551 	 233 
i 494	 553 	 933 
i 799	 814 	 939 
i 657	 995 	 594 
i 325	 874 	 935 
i 638	 759 	 589 
i 795	 263 	 775 
i 471	 167 	 604 
i 865	 873 	 795 
i 413	 612 	 664 
i 645	 539 	 597 
i 579	 33 	 149 
i 518	 832 	 701 
i 113	 490 	 515 
i 49	 814 	 510 
i 638	 452 	 385 
i 413	 247 	 144 
i 18	 717 	 407 
i 813	 583 	 574 
i 477	 995 	 447 
i 75	 641 	 59 
i 223	 220 	 597 
i 923	 738 	 630 
i 439	 850 	 463 
i 948	 899 	 952 
i 334	 537 	 767 
i 478	 949 	 219 
i 884	 967 	 466 
i 458	 780 	 184 
i 904	 258 	 766 
c
c
W 51855
c end of file
