c Instance Type h
c
n 200
c w	 v1	 v2
i 854	 401 	 546 
i 135	 857 	 886 
i 288	 674 	 155 
i 553	 655 	 796 
i 939	 250 	 421 
i 439	 650 	 140 
i 115	 930 	 272 
i 945	 231 	 220 
i 426	 977 	 461 
i 622	 328 	 666 
i 168	 183 	 12 
i 55	 317 	 413 
i 209	 605 	 270 
i 5	 159 	 944 
i 426	 98 	 599 
i 566	 537 	 848 
i 838	 652 	 499 
i 59	 597 	 429 
i 519	 23 	 660 
i 186	 645 	 637 
i 197	 813 	 965 
i 610	 867 	 148 
i 880	 77 	 465 
i 824	 82 	 70 
i 423	 508 	 228 
i 271	 75 	 326 
i 769	 912 	 862 
i 199	 970 	 514 
i 858	 490 	 112 
i 496	 675 	 134 
i 461	 872 	 779 
i 609	 483 	 592 
i 75	 363 	 460 
i 144	 187 	 537 
i 372	 609 	 618 
i 698	 880 	 127 
i 561	 650 	 201 
i 75	 848 	 114 
i 187	 707 	 85 
i 321	 203 	 574 
i 100	 664 	 250 
i 692	 274 	 122 
i 152	 348 	 604 
i 688	 492 	 966 
i 307	 863 	 154 
i 433	 562 	 763 
i 633	 123 	 643 
i 747	 198 	 294 
i 831	 384 	 142 
i 406	 705 	 849 
i 655	 804 	 52 
i 777	 496 	 716 
i 381	 648 	 989 
i 348	 337 	 337 
i 502	 643 	 828 
i 265	 77 	 692 
i 908	 710 	 255 
i 202	 457 	 377 
i 344	 288 	 574 
i 193	 693 	 958 
i 245	 349 	 663 
i 961	 126 	 468 
i 950	 507 	 964 
i 288	 855 	 612 
i 117	 357 	 949 
i 809	 622 	 592 
i 64	 530 	 669 
i 440	 732 	 379 
i 15	 76 	 835 
i 973	 269 	 124 
i 636	 513 	 817 
i 105	 474 	 166 
i 69	 425 	 291 
i 681	 713 	 798 
i 630	 829 	 653 
i 223	 639 	 11 
i 891	 702 	 632 
i 270	 143 	 162 
i 106	 158 	 893 
i 229	 131 	 969 
i 46	 767 	 238 
i 211	 871 	 751 
i 502	 940 	 226 
i 300	 622 	 650 
i 953	 252 	 364 
i 963	 475 	 193 
i 595	 367 	 832 
i 757	 637 	 534 
i 651	 742 	 677 
i 620	 971 	 834 
i 858	 17 	 964 
i 609	 228 	 732 
i 834	 730 	 604 
i 485	 31 	 544 
i 848	 983 	 166 
i 42	 946 	 418 
i 873	 542 	 893 
i 408	 300 	 260 
i 85	 950 	 897 
i 918	 571 	 639 
i 883	 429 	 610 
i 615	 38 	 627 
i 219	 872 	 855 
i 763	 357 	 585 
i 928	 206 	 615 
i 347	 248 	 598 
i 240	 121 	 545 
i 500	 528 	 87 
i 397	 613 	 386 
i 37	 531 	 337 
i 647	 414 	 907 
i 274	 30 	 336 
i 129	 249 	 374 
i 714	 12 	 246 
i 329	 939 	 603 
i 927	 286 	 808 
i 472	 526 	 56 
i 559	 26 	 177 
i 945	 423 	 705 
i 282	 459 	 318 
i 190	 106 	 849 
i 526	 380 	 264 
i 899	 508 	 293 
i 145	 222 	 541 
i 748	 551 	 552 
i 556	 478 	 492 
i 612	 950 	 778 
i 788	 510 	 305 
i 494	 455 	 330 
i 811	 737 	 752 
i 661	 927 	 212 
i 924	 453 	 317 
i 217	 352 	 696 
i 758	 497 	 205 
i 311	 245 	 427 
i 802	 801 	 978 
i 581	 414 	 456 
i 885	 203 	 407 
i 216	 696 	 916 
i 968	 508 	 372 
i 180	 169 	 110 
i 496	 93 	 37 
i 193	 310 	 489 
i 398	 69 	 841 
i 824	 379 	 339 
i 802	 182 	 584 
i 259	 763 	 385 
i 666	 648 	 798 
i 582	 864 	 1 
i 954	 832 	 697 
i 64	 12 	 205 
i 100	 508 	 374 
i 589	 700 	 467 
i 431	 98 	 777 
i 769	 922 	 845 
i 353	 725 	 225 
i 738	 984 	 407 
i 537	 650 	 170 
i 538	 232 	 818 
i 235	 187 	 682 
i 440	 250 	 514 
i 813	 350 	 526 
i 280	 938 	 34 
i 57	 370 	 734 
i 902	 139 	 832 
i 127	 491 	 754 
i 533	 230 	 480 
i 703	 766 	 464 
i 521	 304 	 114 
i 203	 538 	 346 
i 717	 977 	 532 
i 243	 790 	 782 
i 276	 71 	 132 
i 10	 128 	 71 
i 842	 30 	 440 
i 596	 156 	 578 
i 77	 689 	 70 
i 540	 392 	 299 
i 654	 913 	 65 
i 1	 117 	 368 
i 532	 833 	 906 
i 314	 77 	 883 
i 446	 352 	 674 
i 516	 362 	 745 
i 956	 205 	 872 
i 534	 800 	 902 
i 604	 876 	 59 
i 903	 417 	 747 
i 967	 71 	 140 
i 336	 71 	 53 
i 243	 603 	 169 
i 127	 917 	 2 
i 801	 364 	 78 
i 546	 879 	 430 
i 419	 835 	 792 
i 321	 370 	 996 
i 379	 974 	 797 
i 127	 877 	 674 
i 266	 845 	 92 
i 318	 182 	 163 
c
c
W 48699
c end of file
