c Instance Type h
c
n 200
c w	 v1	 v2
i 80	 954 	 391 
i 740	 180 	 423 
i 290	 364 	 553 
i 832	 907 	 655 
i 641	 886 	 935 
i 577	 853 	 985 
i 351	 872 	 68 
i 79	 676 	 435 
i 162	 380 	 336 
i 152	 857 	 912 
i 543	 937 	 474 
i 965	 677 	 428 
i 519	 966 	 607 
i 175	 799 	 971 
i 110	 440 	 879 
i 95	 17 	 766 
i 162	 368 	 619 
i 597	 447 	 492 
i 932	 608 	 168 
i 845	 760 	 548 
i 319	 304 	 405 
i 746	 270 	 342 
i 354	 789 	 19 
i 325	 963 	 985 
i 204	 74 	 785 
i 969	 168 	 225 
i 589	 330 	 242 
i 81	 927 	 610 
i 249	 859 	 57 
i 796	 705 	 664 
i 202	 24 	 425 
i 543	 770 	 728 
i 562	 124 	 997 
i 548	 448 	 786 
i 333	 652 	 750 
i 558	 621 	 823 
i 800	 211 	 991 
i 410	 291 	 322 
i 467	 539 	 249 
i 132	 336 	 109 
i 556	 537 	 813 
i 285	 81 	 836 
i 283	 642 	 607 
i 70	 191 	 730 
i 819	 524 	 179 
i 643	 83 	 830 
i 634	 882 	 452 
i 955	 292 	 662 
i 205	 759 	 953 
i 313	 890 	 492 
i 126	 447 	 828 
i 961	 731 	 365 
i 568	 14 	 445 
i 299	 83 	 88 
i 478	 902 	 278 
i 308	 545 	 801 
i 760	 179 	 883 
i 422	 135 	 766 
i 375	 339 	 59 
i 867	 651 	 817 
i 695	 776 	 707 
i 60	 738 	 154 
i 505	 307 	 885 
i 592	 606 	 898 
i 869	 84 	 981 
i 671	 392 	 883 
i 555	 152 	 428 
i 321	 573 	 606 
i 380	 948 	 741 
i 197	 816 	 80 
i 904	 511 	 731 
i 59	 571 	 508 
i 943	 76 	 247 
i 842	 668 	 554 
i 823	 537 	 160 
i 706	 209 	 243 
i 134	 764 	 634 
i 740	 86 	 786 
i 481	 465 	 360 
i 561	 662 	 308 
i 292	 566 	 124 
i 800	 624 	 635 
i 47	 568 	 207 
i 600	 410 	 283 
i 760	 233 	 950 
i 4	 938 	 488 
i 638	 73 	 697 
i 424	 812 	 461 
i 783	 294 	 547 
i 92	 854 	 12 
i 216	 147 	 673 
i 850	 947 	 240 
i 58	 993 	 864 
i 341	 594 	 432 
i 292	 354 	 842 
i 779	 357 	 75 
i 477	 995 	 14 
i 938	 419 	 87 
i 485	 203 	 898 
i 497	 294 	 193 
i 171	 509 	 48 
i 410	 360 	 194 
i 275	 417 	 142 
i 706	 758 	 135 
i 549	 50 	 729 
i 623	 829 	 83 
i 637	 306 	 440 
i 723	 244 	 436 
i 622	 729 	 854 
i 814	 227 	 57 
i 861	 397 	 350 
i 56	 807 	 859 
i 197	 82 	 219 
i 332	 788 	 636 
i 61	 337 	 394 
i 144	 960 	 443 
i 584	 597 	 272 
i 20	 321 	 578 
i 874	 942 	 822 
i 930	 757 	 551 
i 281	 619 	 777 
i 140	 675 	 175 
i 358	 871 	 981 
i 994	 204 	 64 
i 388	 265 	 852 
i 830	 409 	 190 
i 103	 992 	 150 
i 680	 13 	 747 
i 503	 886 	 68 
i 54	 817 	 11 
i 831	 98 	 767 
i 7	 238 	 386 
i 988	 596 	 61 
i 52	 590 	 932 
i 904	 977 	 137 
i 94	 808 	 401 
i 244	 911 	 809 
i 990	 592 	 802 
i 59	 95 	 814 
i 70	 149 	 701 
i 837	 980 	 518 
i 223	 986 	 616 
i 284	 974 	 854 
i 217	 27 	 450 
i 353	 930 	 40 
i 754	 25 	 18 
i 564	 268 	 826 
i 366	 259 	 737 
i 181	 318 	 330 
i 882	 387 	 424 
i 401	 224 	 573 
i 17	 447 	 553 
i 871	 731 	 539 
i 321	 947 	 513 
i 361	 301 	 540 
i 379	 56 	 470 
i 205	 619 	 494 
i 942	 985 	 762 
i 273	 167 	 21 
i 696	 49 	 339 
i 270	 449 	 726 
i 822	 466 	 950 
i 361	 337 	 397 
i 874	 658 	 129 
i 414	 19 	 77 
i 884	 398 	 377 
i 379	 602 	 432 
i 141	 545 	 52 
i 162	 817 	 37 
i 501	 514 	 204 
i 227	 783 	 252 
i 177	 606 	 701 
i 574	 966 	 167 
i 702	 841 	 504 
i 778	 256 	 162 
i 156	 140 	 181 
i 588	 519 	 578 
i 639	 660 	 181 
i 676	 822 	 726 
i 879	 323 	 544 
i 132	 550 	 58 
i 832	 726 	 841 
i 999	 301 	 447 
i 504	 3 	 414 
i 666	 781 	 256 
i 846	 937 	 511 
i 425	 525 	 651 
i 606	 165 	 171 
i 332	 841 	 830 
i 875	 721 	 652 
i 933	 852 	 975 
i 775	 685 	 525 
i 223	 685 	 251 
i 637	 189 	 551 
i 892	 854 	 554 
i 404	 701 	 335 
i 56	 127 	 273 
i 226	 732 	 797 
i 56	 65 	 962 
i 708	 939 	 803 
c
c
W 48495
c end of file
