c Instance Type h
c
n 400
c w	 v1	 v2
i 854	 401 	 546 
i 135	 857 	 886 
i 288	 674 	 155 
i 553	 655 	 796 
i 939	 250 	 421 
i 439	 650 	 140 
i 115	 930 	 272 
i 945	 231 	 220 
i 426	 977 	 461 
i 622	 328 	 666 
i 168	 183 	 12 
i 55	 317 	 413 
i 209	 605 	 270 
i 5	 159 	 944 
i 426	 98 	 599 
i 566	 537 	 848 
i 838	 652 	 499 
i 59	 597 	 429 
i 519	 23 	 660 
i 186	 645 	 637 
i 197	 813 	 965 
i 610	 867 	 148 
i 880	 77 	 465 
i 824	 82 	 70 
i 423	 508 	 228 
i 271	 75 	 326 
i 769	 912 	 862 
i 199	 970 	 514 
i 858	 490 	 112 
i 496	 675 	 134 
i 461	 872 	 779 
i 609	 483 	 592 
i 75	 363 	 460 
i 144	 187 	 537 
i 372	 609 	 618 
i 698	 880 	 127 
i 561	 650 	 201 
i 75	 848 	 114 
i 187	 707 	 85 
i 321	 203 	 574 
i 100	 664 	 250 
i 692	 274 	 122 
i 152	 348 	 604 
i 688	 492 	 966 
i 307	 863 	 154 
i 433	 562 	 763 
i 633	 123 	 643 
i 747	 198 	 294 
i 831	 384 	 142 
i 406	 705 	 849 
i 655	 804 	 52 
i 777	 496 	 716 
i 381	 648 	 989 
i 348	 337 	 337 
i 502	 643 	 828 
i 265	 77 	 692 
i 908	 710 	 255 
i 202	 457 	 377 
i 344	 288 	 574 
i 193	 693 	 958 
i 245	 349 	 663 
i 961	 126 	 468 
i 950	 507 	 964 
i 288	 855 	 612 
i 117	 357 	 949 
i 809	 622 	 592 
i 64	 530 	 669 
i 440	 732 	 379 
i 15	 76 	 835 
i 973	 269 	 124 
i 636	 513 	 817 
i 105	 474 	 166 
i 69	 425 	 291 
i 681	 713 	 798 
i 630	 829 	 653 
i 223	 639 	 11 
i 891	 702 	 632 
i 270	 143 	 162 
i 106	 158 	 893 
i 229	 131 	 969 
i 46	 767 	 238 
i 211	 871 	 751 
i 502	 940 	 226 
i 300	 622 	 650 
i 953	 252 	 364 
i 963	 475 	 193 
i 595	 367 	 832 
i 757	 637 	 534 
i 651	 742 	 677 
i 620	 971 	 834 
i 858	 17 	 964 
i 609	 228 	 732 
i 834	 730 	 604 
i 485	 31 	 544 
i 848	 983 	 166 
i 42	 946 	 418 
i 873	 542 	 893 
i 408	 300 	 260 
i 85	 950 	 897 
i 918	 571 	 639 
i 883	 429 	 610 
i 615	 38 	 627 
i 219	 872 	 855 
i 763	 357 	 585 
i 928	 206 	 615 
i 347	 248 	 598 
i 240	 121 	 545 
i 500	 528 	 87 
i 397	 613 	 386 
i 37	 531 	 337 
i 647	 414 	 907 
i 274	 30 	 336 
i 129	 249 	 374 
i 714	 12 	 246 
i 329	 939 	 603 
i 927	 286 	 808 
i 472	 526 	 56 
i 559	 26 	 177 
i 945	 423 	 705 
i 282	 459 	 318 
i 190	 106 	 849 
i 526	 380 	 264 
i 899	 508 	 293 
i 145	 222 	 541 
i 748	 551 	 552 
i 556	 478 	 492 
i 612	 950 	 778 
i 788	 510 	 305 
i 494	 455 	 330 
i 811	 737 	 752 
i 661	 927 	 212 
i 924	 453 	 317 
i 217	 352 	 696 
i 758	 497 	 205 
i 311	 245 	 427 
i 802	 801 	 978 
i 581	 414 	 456 
i 885	 203 	 407 
i 216	 696 	 916 
i 968	 508 	 372 
i 180	 169 	 110 
i 496	 93 	 37 
i 193	 310 	 489 
i 398	 69 	 841 
i 824	 379 	 339 
i 802	 182 	 584 
i 259	 763 	 385 
i 666	 648 	 798 
i 582	 864 	 1 
i 954	 832 	 697 
i 64	 12 	 205 
i 100	 508 	 374 
i 589	 700 	 467 
i 431	 98 	 777 
i 769	 922 	 845 
i 353	 725 	 225 
i 738	 984 	 407 
i 537	 650 	 170 
i 538	 232 	 818 
i 235	 187 	 682 
i 440	 250 	 514 
i 813	 350 	 526 
i 280	 938 	 34 
i 57	 370 	 734 
i 902	 139 	 832 
i 127	 491 	 754 
i 533	 230 	 480 
i 703	 766 	 464 
i 521	 304 	 114 
i 203	 538 	 346 
i 717	 977 	 532 
i 243	 790 	 782 
i 276	 71 	 132 
i 10	 128 	 71 
i 842	 30 	 440 
i 596	 156 	 578 
i 77	 689 	 70 
i 540	 392 	 299 
i 654	 913 	 65 
i 1	 117 	 368 
i 532	 833 	 906 
i 314	 77 	 883 
i 446	 352 	 674 
i 516	 362 	 745 
i 956	 205 	 872 
i 534	 800 	 902 
i 604	 876 	 59 
i 903	 417 	 747 
i 967	 71 	 140 
i 336	 71 	 53 
i 243	 603 	 169 
i 127	 917 	 2 
i 801	 364 	 78 
i 546	 879 	 430 
i 419	 835 	 792 
i 321	 370 	 996 
i 379	 974 	 797 
i 127	 877 	 674 
i 266	 845 	 92 
i 318	 182 	 163 
i 486	 424 	 234 
i 488	 550 	 836 
i 566	 351 	 754 
i 996	 897 	 118 
i 789	 316 	 997 
i 786	 637 	 832 
i 583	 16 	 203 
i 258	 143 	 177 
i 349	 408 	 55 
i 512	 725 	 899 
i 745	 212 	 81 
i 582	 700 	 504 
i 336	 266 	 54 
i 454	 263 	 405 
i 451	 52 	 302 
i 284	 837 	 618 
i 486	 421 	 255 
i 663	 679 	 271 
i 717	 29 	 413 
i 616	 540 	 821 
i 697	 285 	 546 
i 201	 866 	 758 
i 255	 203 	 458 
i 660	 656 	 724 
i 962	 107 	 986 
i 580	 390 	 39 
i 835	 876 	 876 
i 107	 540 	 297 
i 520	 257 	 975 
i 341	 873 	 4 
i 887	 571 	 544 
i 645	 771 	 828 
i 104	 27 	 695 
i 828	 687 	 897 
i 815	 649 	 554 
i 853	 230 	 660 
i 729	 66 	 51 
i 27	 172 	 926 
i 3	 691 	 467 
i 7	 33 	 723 
i 550	 919 	 597 
i 378	 565 	 168 
i 74	 669 	 939 
i 971	 497 	 966 
i 525	 312 	 653 
i 186	 166 	 303 
i 236	 895 	 532 
i 163	 922 	 597 
i 629	 924 	 769 
i 353	 930 	 460 
i 950	 480 	 492 
i 119	 858 	 412 
i 58	 932 	 976 
i 25	 903 	 645 
i 678	 429 	 143 
i 980	 614 	 455 
i 513	 850 	 620 
i 111	 14 	 516 
i 879	 643 	 438 
i 340	 995 	 362 
i 832	 946 	 293 
i 244	 65 	 772 
i 220	 123 	 631 
i 865	 148 	 563 
i 8	 825 	 467 
i 462	 806 	 895 
i 83	 319 	 510 
i 599	 429 	 360 
i 37	 308 	 374 
i 399	 647 	 17 
i 692	 479 	 13 
i 465	 723 	 958 
i 96	 943 	 24 
i 659	 808 	 146 
i 126	 816 	 293 
i 21	 279 	 119 
i 531	 362 	 924 
i 890	 960 	 243 
i 264	 997 	 672 
i 281	 396 	 979 
i 293	 89 	 627 
i 252	 553 	 107 
i 275	 648 	 829 
i 421	 307 	 772 
i 713	 433 	 581 
i 831	 454 	 397 
i 755	 984 	 675 
i 998	 875 	 37 
i 670	 140 	 997 
i 650	 420 	 994 
i 278	 713 	 391 
i 384	 964 	 479 
i 214	 240 	 32 
i 985	 660 	 680 
i 566	 373 	 987 
i 963	 205 	 420 
i 639	 960 	 874 
i 676	 959 	 858 
i 673	 629 	 734 
i 668	 280 	 873 
i 59	 557 	 294 
i 538	 941 	 7 
i 569	 155 	 971 
i 250	 140 	 211 
i 237	 706 	 870 
i 657	 670 	 244 
i 531	 309 	 448 
i 390	 985 	 409 
i 124	 659 	 368 
i 997	 327 	 997 
i 291	 386 	 277 
i 298	 923 	 834 
i 269	 493 	 775 
i 480	 742 	 929 
i 350	 979 	 70 
i 593	 636 	 776 
i 42	 168 	 446 
i 450	 558 	 755 
i 818	 681 	 740 
i 815	 679 	 399 
i 93	 970 	 726 
i 926	 268 	 112 
i 702	 537 	 35 
i 631	 17 	 527 
i 701	 366 	 270 
i 477	 959 	 249 
i 923	 2 	 885 
i 678	 452 	 54 
i 419	 270 	 611 
i 818	 86 	 293 
i 544	 178 	 971 
i 656	 105 	 941 
i 690	 806 	 210 
i 218	 437 	 746 
i 488	 139 	 763 
i 737	 615 	 130 
i 622	 538 	 89 
i 676	 217 	 90 
i 287	 636 	 541 
i 579	 454 	 811 
i 550	 998 	 896 
i 492	 654 	 75 
i 702	 345 	 179 
i 448	 563 	 984 
i 212	 51 	 422 
i 341	 787 	 560 
i 429	 410 	 176 
i 519	 86 	 714 
i 61	 373 	 930 
i 871	 951 	 566 
i 768	 502 	 21 
i 842	 993 	 19 
i 21	 695 	 673 
i 6	 144 	 18 
i 428	 355 	 580 
i 988	 696 	 631 
i 164	 126 	 419 
i 877	 644 	 829 
i 808	 705 	 914 
i 375	 577 	 287 
i 396	 345 	 239 
i 415	 187 	 740 
i 88	 208 	 734 
i 106	 214 	 430 
i 686	 641 	 573 
i 317	 629 	 928 
i 736	 792 	 624 
i 565	 670 	 749 
i 480	 479 	 394 
i 767	 853 	 99 
i 6	 250 	 675 
i 745	 664 	 21 
i 480	 751 	 208 
i 909	 857 	 415 
i 483	 543 	 629 
i 411	 860 	 270 
i 36	 597 	 899 
i 785	 162 	 692 
i 180	 641 	 362 
i 279	 408 	 841 
i 953	 414 	 695 
i 974	 160 	 944 
i 182	 639 	 608 
i 597	 548 	 360 
i 226	 31 	 217 
i 496	 442 	 760 
i 395	 478 	 621 
i 87	 263 	 218 
i 449	 442 	 379 
i 290	 720 	 21 
i 984	 674 	 428 
i 928	 649 	 841 
i 537	 830 	 1 
i 896	 428 	 640 
i 113	 653 	 188 
i 873	 150 	 219 
i 494	 544 	 661 
i 711	 631 	 139 
i 90	 81 	 401 
i 110	 371 	 843 
c
c
W 98389
c end of file
