c Instance Type h
c
n 600
c w	 v1	 v2
i 274	 135 	 950 
i 578	 672 	 57 
i 824	 964 	 783 
i 701	 204 	 769 
i 785	 841 	 22 
i 39	 14 	 573 
i 620	 256 	 516 
i 548	 581 	 155 
i 457	 170 	 548 
i 347	 543 	 757 
i 297	 817 	 982 
i 353	 396 	 117 
i 136	 220 	 789 
i 905	 921 	 753 
i 927	 707 	 956 
i 501	 746 	 797 
i 17	 366 	 811 
i 171	 914 	 67 
i 718	 371 	 648 
i 476	 717 	 817 
i 458	 15 	 360 
i 575	 367 	 178 
i 364	 503 	 573 
i 118	 408 	 792 
i 75	 335 	 713 
i 872	 835 	 421 
i 683	 852 	 167 
i 750	 24 	 532 
i 398	 741 	 447 
i 216	 218 	 817 
i 576	 675 	 535 
i 753	 250 	 549 
i 326	 614 	 916 
i 118	 731 	 419 
i 831	 806 	 827 
i 252	 678 	 162 
i 419	 361 	 997 
i 950	 111 	 849 
i 397	 509 	 872 
i 215	 724 	 614 
i 750	 300 	 831 
i 300	 53 	 507 
i 217	 378 	 756 
i 635	 496 	 371 
i 462	 328 	 103 
i 624	 580 	 908 
i 621	 998 	 586 
i 471	 949 	 947 
i 343	 347 	 59 
i 957	 562 	 567 
i 789	 313 	 291 
i 296	 612 	 591 
i 53	 828 	 643 
i 423	 464 	 22 
i 525	 926 	 518 
i 433	 550 	 846 
i 20	 171 	 427 
i 966	 642 	 425 
i 25	 984 	 375 
i 591	 942 	 722 
i 882	 731 	 284 
i 473	 27 	 596 
i 117	 80 	 209 
i 139	 502 	 38 
i 657	 28 	 501 
i 503	 460 	 427 
i 929	 479 	 976 
i 355	 445 	 148 
i 730	 470 	 789 
i 452	 62 	 774 
i 735	 943 	 717 
i 332	 417 	 448 
i 541	 534 	 475 
i 578	 673 	 554 
i 79	 330 	 56 
i 506	 832 	 84 
i 483	 762 	 543 
i 631	 118 	 23 
i 421	 847 	 468 
i 195	 299 	 937 
i 912	 35 	 998 
i 360	 367 	 942 
i 835	 907 	 360 
i 389	 485 	 893 
i 445	 564 	 566 
i 528	 71 	 896 
i 72	 553 	 729 
i 94	 185 	 491 
i 562	 605 	 609 
i 500	 800 	 456 
i 498	 712 	 755 
i 441	 72 	 790 
i 801	 906 	 157 
i 694	 296 	 65 
i 261	 741 	 550 
i 157	 269 	 115 
i 885	 341 	 185 
i 377	 434 	 738 
i 985	 996 	 922 
i 442	 496 	 527 
i 197	 994 	 327 
i 986	 435 	 40 
i 144	 236 	 111 
i 208	 930 	 18 
i 757	 192 	 314 
i 871	 349 	 55 
i 57	 234 	 324 
i 794	 611 	 664 
i 717	 597 	 99 
i 245	 39 	 95 
i 572	 235 	 590 
i 611	 222 	 585 
i 721	 365 	 21 
i 739	 572 	 257 
i 53	 330 	 187 
i 108	 201 	 379 
i 431	 258 	 727 
i 95	 52 	 961 
i 194	 769 	 572 
i 288	 14 	 169 
i 878	 585 	 207 
i 463	 196 	 442 
i 483	 917 	 664 
i 739	 656 	 29 
i 926	 709 	 601 
i 305	 817 	 931 
i 32	 248 	 132 
i 993	 343 	 389 
i 565	 536 	 441 
i 734	 824 	 210 
i 941	 703 	 223 
i 383	 167 	 808 
i 47	 650 	 4 
i 76	 389 	 920 
i 677	 316 	 577 
i 608	 621 	 287 
i 740	 653 	 104 
i 130	 646 	 352 
i 570	 212 	 694 
i 780	 945 	 231 
i 4	 886 	 56 
i 811	 270 	 758 
i 815	 317 	 924 
i 736	 392 	 574 
i 314	 70 	 963 
i 600	 677 	 280 
i 704	 417 	 900 
i 56	 547 	 553 
i 750	 117 	 200 
i 980	 897 	 411 
i 37	 900 	 356 
i 794	 711 	 243 
i 718	 527 	 512 
i 293	 263 	 828 
i 256	 576 	 221 
i 535	 177 	 290 
i 436	 880 	 967 
i 989	 936 	 385 
i 189	 686 	 931 
i 600	 667 	 49 
i 956	 703 	 945 
i 199	 498 	 846 
i 711	 217 	 557 
i 540	 509 	 85 
i 760	 765 	 347 
i 51	 301 	 922 
i 18	 736 	 100 
i 403	 726 	 979 
i 334	 915 	 915 
i 383	 515 	 602 
i 328	 472 	 270 
i 174	 670 	 973 
i 731	 382 	 471 
i 816	 921 	 687 
i 163	 681 	 196 
i 86	 732 	 961 
i 185	 750 	 262 
i 165	 153 	 998 
i 80	 487 	 724 
i 682	 869 	 639 
i 951	 198 	 155 
i 924	 372 	 626 
i 395	 104 	 297 
i 83	 919 	 678 
i 279	 83 	 599 
i 240	 168 	 281 
i 501	 353 	 13 
i 499	 517 	 762 
i 224	 596 	 915 
i 863	 279 	 402 
i 18	 231 	 272 
i 643	 155 	 470 
i 939	 550 	 842 
i 618	 633 	 945 
i 218	 911 	 865 
i 498	 151 	 947 
i 511	 652 	 116 
i 274	 152 	 468 
i 190	 375 	 984 
i 592	 238 	 581 
i 863	 255 	 859 
i 334	 898 	 90 
i 176	 838 	 245 
i 122	 457 	 795 
i 986	 674 	 428 
i 934	 173 	 339 
i 50	 684 	 490 
i 517	 957 	 142 
i 501	 147 	 293 
i 82	 739 	 668 
i 940	 603 	 906 
i 31	 936 	 162 
i 275	 113 	 60 
i 71	 234 	 898 
i 498	 221 	 355 
i 837	 155 	 30 
i 327	 205 	 202 
i 469	 721 	 885 
i 762	 222 	 843 
i 430	 303 	 990 
i 336	 244 	 729 
i 498	 275 	 332 
i 558	 549 	 269 
i 456	 619 	 381 
i 811	 118 	 615 
i 840	 954 	 835 
i 43	 282 	 990 
i 927	 750 	 195 
i 771	 512 	 915 
i 761	 942 	 138 
i 491	 279 	 441 
i 822	 776 	 685 
i 92	 334 	 959 
i 472	 790 	 509 
i 88	 602 	 129 
i 922	 443 	 246 
i 913	 485 	 201 
i 109	 413 	 483 
i 25	 184 	 233 
i 162	 945 	 745 
i 603	 436 	 687 
i 288	 259 	 965 
i 248	 351 	 742 
i 756	 822 	 77 
i 884	 909 	 867 
i 131	 832 	 469 
i 332	 746 	 911 
i 814	 854 	 397 
i 47	 879 	 810 
i 792	 42 	 994 
i 479	 644 	 940 
i 445	 932 	 377 
i 187	 180 	 635 
i 264	 935 	 985 
i 131	 820 	 808 
i 600	 950 	 718 
i 512	 282 	 551 
i 908	 96 	 298 
i 718	 143 	 152 
i 713	 934 	 32 
i 653	 414 	 73 
i 30	 858 	 716 
i 665	 46 	 648 
i 651	 309 	 827 
i 459	 440 	 763 
i 178	 40 	 583 
i 728	 551 	 533 
i 26	 460 	 815 
i 178	 179 	 911 
i 209	 891 	 54 
i 281	 544 	 988 
i 997	 573 	 403 
i 645	 239 	 261 
i 473	 889 	 307 
i 237	 349 	 616 
i 819	 526 	 57 
i 353	 255 	 96 
i 169	 281 	 646 
i 80	 458 	 106 
i 134	 667 	 284 
i 123	 948 	 176 
i 525	 945 	 719 
i 786	 591 	 293 
i 93	 65 	 531 
i 709	 301 	 421 
i 765	 121 	 769 
i 860	 474 	 295 
i 507	 642 	 549 
i 613	 722 	 830 
i 897	 855 	 289 
i 73	 977 	 955 
i 792	 502 	 904 
i 85	 288 	 850 
i 616	 381 	 442 
i 37	 90 	 506 
i 805	 855 	 807 
i 101	 715 	 928 
i 650	 223 	 402 
i 480	 835 	 44 
i 768	 732 	 765 
i 724	 805 	 621 
i 628	 597 	 598 
i 478	 682 	 101 
i 919	 298 	 389 
i 426	 335 	 769 
i 234	 141 	 859 
i 162	 241 	 714 
i 564	 890 	 430 
i 607	 371 	 653 
i 373	 139 	 489 
i 994	 862 	 221 
i 593	 491 	 27 
i 693	 968 	 623 
i 83	 888 	 305 
i 852	 315 	 603 
i 712	 548 	 938 
i 427	 710 	 79 
i 856	 274 	 320 
i 510	 881 	 210 
i 998	 255 	 581 
i 220	 249 	 719 
i 246	 842 	 582 
i 868	 536 	 73 
i 174	 618 	 42 
i 776	 470 	 930 
i 715	 182 	 245 
i 793	 608 	 793 
i 113	 465 	 504 
i 323	 975 	 778 
i 903	 973 	 659 
i 623	 193 	 914 
i 205	 439 	 164 
i 278	 307 	 6 
i 319	 481 	 541 
i 249	 258 	 160 
i 494	 972 	 629 
i 287	 765 	 811 
i 791	 878 	 420 
i 569	 201 	 885 
i 229	 105 	 860 
i 143	 727 	 834 
i 307	 932 	 27 
i 313	 210 	 465 
i 853	 528 	 772 
i 13	 777 	 254 
i 642	 271 	 511 
i 454	 558 	 483 
i 874	 349 	 249 
i 759	 917 	 128 
i 620	 146 	 329 
i 454	 289 	 433 
i 481	 595 	 161 
i 946	 907 	 93 
i 718	 761 	 303 
i 971	 774 	 830 
i 483	 417 	 608 
i 966	 870 	 878 
i 216	 744 	 436 
i 343	 504 	 784 
i 671	 124 	 701 
i 105	 578 	 847 
i 265	 59 	 136 
i 358	 5 	 731 
i 660	 723 	 639 
i 491	 695 	 401 
i 99	 178 	 175 
i 976	 145 	 592 
i 413	 360 	 463 
i 197	 702 	 208 
i 898	 374 	 711 
i 745	 478 	 835 
i 881	 743 	 413 
i 613	 101 	 472 
i 252	 760 	 477 
i 652	 252 	 200 
i 827	 350 	 894 
i 419	 327 	 73 
i 881	 739 	 217 
i 89	 936 	 577 
i 800	 834 	 280 
i 636	 579 	 653 
i 50	 461 	 132 
i 521	 74 	 874 
i 997	 325 	 974 
i 198	 977 	 735 
i 92	 805 	 986 
i 165	 225 	 337 
i 382	 107 	 664 
i 958	 196 	 403 
i 238	 996 	 339 
i 891	 632 	 173 
i 23	 681 	 752 
i 896	 202 	 213 
i 871	 200 	 287 
i 607	 397 	 612 
i 593	 489 	 589 
i 930	 654 	 395 
i 594	 36 	 620 
i 997	 994 	 726 
i 336	 233 	 922 
i 509	 124 	 918 
i 262	 147 	 550 
i 475	 44 	 232 
i 761	 914 	 434 
i 373	 521 	 633 
i 962	 115 	 31 
i 358	 46 	 519 
i 977	 639 	 173 
i 704	 637 	 209 
i 626	 973 	 203 
i 545	 482 	 436 
i 95	 744 	 559 
i 327	 220 	 706 
i 760	 980 	 749 
i 393	 354 	 664 
i 423	 317 	 186 
i 942	 675 	 300 
i 116	 652 	 345 
i 324	 357 	 984 
i 527	 982 	 621 
i 962	 528 	 594 
i 522	 623 	 77 
i 228	 949 	 821 
i 977	 709 	 41 
i 641	 103 	 22 
i 826	 526 	 375 
i 127	 469 	 692 
i 472	 584 	 367 
i 456	 908 	 20 
i 78	 435 	 376 
i 672	 398 	 359 
i 749	 919 	 886 
i 570	 148 	 509 
i 611	 125 	 458 
i 632	 766 	 168 
i 8	 592 	 271 
i 699	 719 	 796 
i 67	 191 	 265 
i 86	 646 	 849 
i 462	 724 	 757 
i 821	 397 	 193 
i 707	 146 	 590 
i 217	 716 	 510 
i 675	 327 	 657 
i 842	 958 	 782 
i 113	 966 	 548 
i 909	 666 	 141 
i 174	 732 	 859 
i 23	 818 	 50 
i 780	 281 	 696 
i 972	 102 	 421 
i 562	 808 	 817 
i 73	 26 	 962 
i 729	 700 	 679 
i 512	 543 	 6 
i 61	 656 	 964 
i 202	 565 	 930 
i 61	 739 	 596 
i 111	 762 	 328 
i 807	 542 	 147 
i 228	 515 	 427 
i 46	 77 	 529 
i 9	 150 	 338 
i 687	 878 	 363 
i 692	 391 	 63 
i 656	 451 	 606 
i 586	 653 	 262 
i 183	 713 	 827 
i 511	 824 	 566 
i 657	 631 	 329 
i 85	 859 	 870 
i 613	 905 	 386 
i 950	 913 	 462 
i 314	 600 	 611 
i 376	 293 	 490 
i 982	 948 	 881 
i 244	 535 	 333 
i 71	 717 	 985 
i 637	 228 	 699 
i 965	 885 	 523 
i 836	 970 	 155 
i 222	 584 	 15 
i 684	 534 	 919 
i 296	 847 	 833 
i 786	 224 	 433 
i 668	 206 	 726 
i 1	 450 	 675 
i 986	 521 	 210 
i 685	 159 	 927 
i 209	 124 	 156 
i 363	 960 	 42 
i 378	 183 	 12 
i 297	 867 	 595 
i 130	 164 	 130 
i 563	 949 	 977 
i 290	 618 	 202 
i 964	 618 	 408 
i 175	 604 	 857 
i 103	 290 	 379 
i 258	 498 	 537 
i 300	 860 	 661 
i 312	 238 	 622 
i 907	 535 	 804 
i 37	 665 	 672 
i 15	 229 	 835 
i 216	 518 	 785 
i 624	 482 	 403 
i 482	 656 	 22 
i 860	 758 	 625 
i 397	 17 	 915 
i 59	 317 	 413 
i 680	 628 	 274 
i 485	 535 	 511 
i 157	 572 	 47 
i 991	 586 	 712 
i 777	 802 	 940 
i 180	 426 	 458 
i 201	 907 	 940 
i 826	 768 	 597 
i 741	 165 	 355 
i 154	 224 	 372 
i 427	 903 	 688 
i 938	 388 	 316 
i 985	 545 	 851 
i 697	 537 	 423 
i 637	 314 	 9 
i 96	 493 	 811 
i 37	 694 	 237 
i 633	 521 	 145 
i 988	 262 	 912 
i 360	 416 	 78 
i 49	 843 	 301 
i 365	 782 	 205 
i 216	 767 	 592 
i 638	 465 	 138 
i 647	 103 	 674 
i 458	 198 	 987 
i 695	 235 	 481 
i 839	 867 	 176 
i 751	 855 	 696 
i 829	 216 	 958 
i 131	 264 	 375 
i 335	 628 	 218 
i 927	 844 	 1 
i 65	 482 	 767 
i 738	 130 	 233 
i 725	 587 	 335 
i 207	 282 	 533 
i 382	 122 	 767 
i 78	 873 	 634 
i 37	 702 	 489 
i 411	 832 	 704 
i 628	 167 	 968 
i 628	 95 	 597 
i 396	 159 	 441 
i 628	 896 	 923 
i 962	 622 	 53 
i 496	 828 	 639 
i 263	 211 	 921 
i 896	 288 	 44 
i 386	 325 	 916 
i 91	 735 	 619 
i 59	 364 	 451 
i 655	 992 	 618 
i 96	 388 	 712 
i 19	 17 	 870 
i 72	 979 	 767 
i 710	 475 	 389 
i 632	 737 	 218 
i 675	 634 	 428 
i 591	 20 	 716 
i 210	 110 	 41 
i 661	 168 	 776 
i 280	 823 	 140 
i 992	 919 	 132 
i 863	 938 	 520 
i 630	 10 	 537 
i 20	 719 	 516 
i 238	 352 	 991 
i 666	 27 	 729 
i 382	 618 	 363 
i 423	 828 	 382 
i 199	 490 	 492 
i 339	 769 	 659 
i 470	 761 	 483 
i 990	 624 	 402 
i 527	 255 	 340 
i 44	 275 	 349 
i 35	 512 	 69 
i 763	 178 	 420 
i 127	 560 	 447 
i 508	 982 	 66 
i 1	 182 	 893 
i 659	 520 	 384 
i 142	 989 	 154 
i 544	 979 	 915 
i 883	 507 	 540 
i 232	 550 	 794 
i 301	 585 	 69 
i 720	 349 	 580 
c
c
W 145964
c end of file
