c Instance Type h
c
n 600
c w	 v1	 v2
i 504	 581 	 92 
i 669	 650 	 884 
i 402	 957 	 350 
i 615	 933 	 797 
i 636	 217 	 978 
i 930	 900 	 533 
i 776	 949 	 874 
i 704	 576 	 188 
i 672	 123 	 309 
i 805	 231 	 345 
i 897	 735 	 727 
i 781	 404 	 309 
i 131	 806 	 958 
i 927	 422 	 915 
i 906	 58 	 848 
i 439	 988 	 66 
i 313	 764 	 965 
i 501	 468 	 914 
i 810	 140 	 491 
i 155	 945 	 613 
i 882	 842 	 844 
i 191	 623 	 580 
i 150	 753 	 983 
i 65	 681 	 790 
i 913	 587 	 212 
i 978	 27 	 270 
i 944	 340 	 258 
i 859	 840 	 22 
i 351	 651 	 490 
i 963	 805 	 630 
i 808	 688 	 575 
i 388	 879 	 417 
i 372	 29 	 40 
i 162	 94 	 793 
i 373	 8 	 474 
i 642	 986 	 62 
i 900	 930 	 88 
i 921	 790 	 428 
i 412	 141 	 268 
i 42	 105 	 918 
i 616	 912 	 724 
i 34	 301 	 413 
i 73	 672 	 292 
i 866	 834 	 321 
i 340	 208 	 415 
i 401	 850 	 422 
i 489	 750 	 408 
i 916	 671 	 339 
i 185	 84 	 130 
i 104	 125 	 270 
i 828	 741 	 375 
i 241	 774 	 287 
i 533	 847 	 588 
i 853	 713 	 261 
i 268	 54 	 95 
i 690	 455 	 302 
i 99	 943 	 153 
i 437	 860 	 902 
i 566	 45 	 574 
i 836	 149 	 657 
i 211	 976 	 781 
i 498	 218 	 523 
i 86	 750 	 298 
i 347	 604 	 146 
i 441	 872 	 859 
i 743	 562 	 912 
i 896	 660 	 368 
i 798	 98 	 311 
i 372	 664 	 172 
i 29	 500 	 217 
i 810	 711 	 365 
i 334	 210 	 342 
i 631	 295 	 560 
i 777	 642 	 311 
i 636	 84 	 914 
i 549	 827 	 787 
i 916	 723 	 350 
i 228	 521 	 11 
i 399	 893 	 108 
i 616	 922 	 772 
i 981	 732 	 273 
i 323	 67 	 983 
i 882	 698 	 193 
i 193	 475 	 488 
i 108	 112 	 130 
i 894	 660 	 214 
i 244	 577 	 41 
i 254	 805 	 763 
i 362	 205 	 284 
i 134	 820 	 177 
i 407	 801 	 100 
i 390	 125 	 832 
i 583	 7 	 898 
i 72	 200 	 596 
i 202	 308 	 72 
i 415	 203 	 183 
i 455	 447 	 843 
i 218	 700 	 420 
i 502	 63 	 226 
i 679	 197 	 430 
i 778	 603 	 250 
i 610	 993 	 52 
i 509	 576 	 176 
i 106	 648 	 183 
i 177	 849 	 382 
i 359	 264 	 690 
i 202	 719 	 892 
i 622	 937 	 339 
i 847	 440 	 40 
i 277	 120 	 103 
i 527	 897 	 299 
i 578	 508 	 901 
i 753	 18 	 895 
i 936	 123 	 472 
i 319	 299 	 120 
i 9	 657 	 968 
i 900	 859 	 233 
i 240	 482 	 952 
i 279	 329 	 889 
i 381	 606 	 329 
i 680	 133 	 449 
i 582	 711 	 346 
i 477	 465 	 854 
i 948	 401 	 872 
i 69	 719 	 994 
i 37	 727 	 293 
i 270	 628 	 950 
i 222	 867 	 810 
i 112	 147 	 292 
i 441	 528 	 620 
i 889	 209 	 226 
i 236	 790 	 359 
i 91	 268 	 70 
i 962	 217 	 535 
i 956	 285 	 935 
i 250	 322 	 655 
i 200	 591 	 382 
i 11	 813 	 11 
i 302	 925 	 878 
i 921	 366 	 26 
i 148	 256 	 554 
i 507	 491 	 762 
i 577	 582 	 553 
i 112	 544 	 820 
i 48	 500 	 38 
i 702	 750 	 322 
i 85	 950 	 643 
i 96	 960 	 235 
i 973	 262 	 49 
i 999	 184 	 973 
i 553	 332 	 340 
i 316	 838 	 595 
i 868	 416 	 87 
i 689	 527 	 668 
i 726	 575 	 212 
i 49	 277 	 712 
i 691	 362 	 462 
i 926	 457 	 412 
i 974	 431 	 372 
i 947	 430 	 634 
i 287	 983 	 817 
i 882	 299 	 150 
i 968	 168 	 987 
i 636	 857 	 403 
i 847	 583 	 930 
i 559	 631 	 505 
i 22	 323 	 782 
i 434	 249 	 145 
i 806	 224 	 601 
i 440	 172 	 33 
i 258	 458 	 463 
i 407	 340 	 447 
i 395	 309 	 746 
i 798	 944 	 913 
i 728	 792 	 770 
i 234	 352 	 354 
i 17	 373 	 985 
i 161	 806 	 309 
i 762	 612 	 558 
i 794	 53 	 781 
i 258	 310 	 952 
i 704	 717 	 411 
i 450	 112 	 751 
i 364	 909 	 60 
i 135	 638 	 4 
i 488	 872 	 795 
i 474	 888 	 147 
i 782	 49 	 520 
i 340	 811 	 327 
i 122	 606 	 939 
i 75	 863 	 991 
i 485	 568 	 302 
i 236	 18 	 20 
i 296	 382 	 132 
i 300	 516 	 41 
i 96	 4 	 679 
i 243	 478 	 551 
i 762	 260 	 440 
i 90	 600 	 488 
i 29	 721 	 300 
i 21	 795 	 905 
i 322	 281 	 768 
i 342	 517 	 337 
i 473	 812 	 355 
i 513	 112 	 736 
i 193	 208 	 252 
i 744	 450 	 256 
i 184	 213 	 733 
i 671	 302 	 992 
i 970	 330 	 592 
i 876	 351 	 314 
i 645	 672 	 110 
i 981	 14 	 390 
i 336	 486 	 906 
i 72	 999 	 719 
i 323	 193 	 831 
i 578	 936 	 39 
i 311	 120 	 488 
i 304	 791 	 701 
i 896	 762 	 3 
i 211	 638 	 333 
i 320	 283 	 683 
i 710	 264 	 356 
i 617	 600 	 370 
i 336	 671 	 856 
i 167	 994 	 856 
i 206	 573 	 49 
i 694	 884 	 984 
i 395	 188 	 105 
i 398	 85 	 895 
i 731	 295 	 657 
i 415	 615 	 295 
i 771	 325 	 578 
i 141	 941 	 842 
i 997	 278 	 442 
i 853	 445 	 114 
i 902	 650 	 109 
