c Instance Type h
c
n 600
c w	 v1	 v2
i 925	 43 	 419 
i 657	 673 	 987 
i 305	 162 	 166 
i 514	 552 	 460 
i 710	 360 	 226 
i 554	 429 	 276 
i 481	 808 	 37 
i 808	 872 	 539 
i 803	 767 	 185 
i 242	 691 	 826 
i 661	 616 	 718 
i 649	 274 	 760 
i 815	 579 	 434 
i 275	 94 	 595 
i 500	 803 	 148 
i 775	 358 	 507 
i 812	 839 	 936 
i 351	 648 	 744 
i 536	 451 	 617 
i 363	 693 	 384 
i 81	 354 	 76 
i 840	 4 	 691 
i 275	 818 	 965 
i 869	 93 	 544 
i 17	 593 	 638 
i 524	 368 	 441 
i 460	 181 	 799 
i 205	 532 	 638 
i 821	 68 	 286 
i 205	 430 	 737 
i 281	 511 	 430 
i 972	 352 	 784 
i 937	 626 	 787 
i 482	 495 	 605 
i 120	 512 	 698 
i 561	 36 	 291 
i 360	 496 	 659 
i 998	 700 	 839 
i 285	 522 	 371 
i 22	 727 	 439 
i 452	 8 	 868 
i 236	 979 	 380 
i 23	 916 	 731 
i 628	 399 	 357 
i 326	 519 	 852 
i 616	 80 	 364 
i 275	 440 	 400 
i 115	 439 	 896 
i 485	 723 	 597 
i 923	 745 	 119 
i 792	 197 	 845 
i 173	 432 	 852 
i 903	 455 	 832 
i 260	 84 	 749 
i 112	 409 	 148 
i 476	 26 	 667 
i 876	 301 	 746 
i 772	 415 	 187 
i 369	 900 	 625 
i 487	 824 	 348 
i 333	 617 	 93 
i 186	 789 	 290 
i 18	 692 	 722 
i 767	 952 	 177 
i 914	 64 	 260 
i 581	 540 	 669 
i 328	 416 	 694 
i 514	 188 	 994 
i 139	 557 	 410 
i 487	 45 	 310 
i 580	 377 	 135 
i 869	 563 	 751 
i 591	 580 	 540 
i 768	 348 	 233 
i 29	 262 	 185 
i 697	 843 	 249 
i 392	 172 	 788 
i 387	 686 	 205 
i 796	 824 	 393 
i 107	 312 	 949 
i 241	 891 	 993 
i 992	 761 	 371 
i 533	 353 	 933 
i 765	 121 	 514 
i 949	 149 	 861 
i 199	 846 	 124 
i 986	 238 	 967 
i 192	 624 	 139 
i 584	 420 	 824 
i 534	 527 	 649 
i 528	 767 	 961 
i 898	 760 	 853 
i 832	 293 	 614 
i 347	 58 	 966 
i 209	 8 	 88 
i 333	 206 	 237 
i 300	 193 	 83 
i 439	 384 	 320 
i 264	 968 	 943 
i 913	 502 	 364 
i 874	 31 	 890 
i 727	 929 	 658 
i 342	 761 	 418 
i 309	 109 	 710 
i 396	 317 	 768 
i 632	 649 	 775 
i 714	 949 	 981 
i 34	 388 	 174 
i 977	 651 	 558 
i 341	 565 	 526 
i 231	 439 	 29 
i 889	 167 	 59 
i 307	 508 	 987 
i 18	 816 	 749 
i 785	 212 	 857 
i 561	 844 	 175 
i 542	 559 	 823 
i 716	 592 	 772 
i 274	 570 	 161 
i 800	 910 	 812 
i 828	 142 	 377 
i 887	 31 	 816 
i 875	 338 	 982 
i 624	 356 	 490 
i 482	 142 	 307 
i 656	 702 	 519 
i 480	 245 	 363 
i 252	 960 	 922 
i 413	 234 	 515 
i 225	 35 	 85 
i 601	 862 	 995 
i 417	 750 	 137 
i 400	 625 	 168 
i 890	 250 	 506 
i 197	 731 	 861 
i 716	 387 	 4 
i 80	 867 	 706 
i 2	 119 	 950 
i 516	 532 	 911 
i 600	 756 	 146 
i 595	 358 	 180 
i 732	 774 	 43 
i 900	 175 	 792 
i 406	 65 	 417 
i 268	 262 	 666 
i 271	 977 	 398 
i 976	 57 	 785 
i 927	 59 	 652 
i 838	 574 	 771 
i 983	 175 	 303 
i 164	 769 	 59 
i 206	 502 	 416 
i 997	 402 	 191 
i 415	 807 	 366 
i 82	 75 	 430 
i 479	 346 	 691 
i 264	 322 	 669 
i 916	 250 	 726 
i 687	 88 	 784 
i 989	 72 	 359 
i 49	 235 	 533 
i 465	 440 	 302 
i 656	 438 	 804 
i 22	 852 	 206 
i 452	 933 	 13 
i 144	 413 	 88 
i 812	 677 	 433 
i 539	 593 	 755 
i 323	 281 	 5 
i 681	 271 	 93 
i 215	 319 	 164 
i 517	 784 	 398 
i 321	 440 	 838 
i 526	 462 	 276 
i 538	 913 	 128 
i 626	 57 	 62 
i 60	 868 	 474 
i 814	 407 	 151 
i 819	 730 	 744 
i 911	 412 	 25 
i 75	 626 	 295 
i 473	 143 	 614 
i 311	 463 	 398 
i 586	 989 	 838 
i 714	 527 	 300 
i 776	 154 	 213 
i 250	 213 	 269 
i 401	 28 	 138 
i 146	 846 	 544 
i 170	 757 	 275 
i 465	 832 	 687 
i 79	 305 	 313 
i 477	 616 	 456 
i 315	 203 	 919 
i 614	 916 	 908 
i 826	 692 	 436 
i 96	 942 	 589 
i 233	 344 	 802 
i 777	 489 	 829 
i 52	 659 	 675 
i 738	 124 	 433 
i 52	 203 	 266 
i 508	 679 	 571 
i 427	 994 	 188 
i 336	 608 	 390 
i 771	 435 	 307 
i 361	 530 	 999 
i 163	 763 	 941 
i 992	 540 	 286 
i 668	 592 	 775 
i 101	 331 	 434 
i 367	 383 	 558 
i 937	 890 	 760 
i 126	 318 	 440 
i 515	 653 	 434 
i 821	 425 	 42 
i 820	 785 	 477 
i 762	 948 	 8 
i 49	 940 	 770 
i 823	 608 	 310 
i 257	 709 	 902 
i 815	 77 	 233 
i 576	 15 	 615 
i 16	 140 	 505 
i 449	 654 	 823 
i 491	 476 	 476 
i 968	 296 	 901 
i 975	 59 	 687 
i 745	 108 	 635 
i 56	 930 	 576 
i 957	 188 	 185 
i 191	 3 	 894 
i 805	 578 	 970 
i 311	 594 	 984 
i 134	 44 	 124 
i 610	 535 	 777 
i 511	 503 	 254 
i 199	 479 	 550 
i 834	 225 	 608 
i 410	 280 	 715 
i 595	 238 	 646 
i 489	 428 	 833 
i 459	 234 	 836 
i 443	 544 	 415 
i 567	 678 	 9 
i 344	 289 	 53 
i 597	 800 	 587 
i 147	 998 	 90 
i 755	 832 	 568 
i 471	 243 	 792 
i 117	 837 	 73 
i 950	 326 	 311 
i 787	 784 	 738 
i 202	 228 	 972 
i 211	 794 	 517 
i 263	 139 	 195 
i 849	 735 	 484 
i 939	 882 	 284 
i 508	 638 	 282 
i 300	 110 	 115 
i 373	 227 	 357 
i 683	 177 	 194 
i 422	 964 	 519 
i 394	 166 	 304 
i 910	 377 	 531 
i 105	 639 	 325 
i 589	 489 	 463 
i 872	 428 	 199 
i 155	 935 	 82 
i 269	 236 	 720 
i 626	 608 	 829 
i 819	 291 	 56 
i 339	 713 	 233 
i 643	 107 	 197 
i 175	 17 	 363 
i 499	 122 	 739 
i 962	 710 	 378 
i 162	 583 	 866 
i 244	 737 	 295 
i 963	 7 	 230 
i 793	 632 	 466 
i 848	 452 	 74 
i 82	 791 	 365 
i 278	 434 	 78 
i 641	 608 	 184 
i 380	 108 	 201 
i 758	 71 	 322 
i 625	 232 	 33 
i 919	 476 	 615 
i 150	 439 	 352 
i 615	 232 	 359 
i 689	 81 	 990 
i 54	 162 	 442 
i 132	 440 	 234 
i 316	 81 	 667 
i 516	 461 	 276 
i 838	 219 	 384 
i 871	 844 	 454 
i 486	 764 	 686 
i 838	 913 	 162 
i 197	 529 	 601 
i 188	 218 	 833 
i 629	 272 	 913 
i 862	 404 	 76 
i 530	 719 	 515 
i 806	 236 	 596 
i 190	 75 	 58 
i 644	 945 	 277 
i 331	 432 	 121 
i 493	 271 	 884 
i 95	 467 	 798 
i 927	 655 	 328 
i 841	 284 	 546 
i 916	 147 	 817 
i 432	 677 	 221 
i 29	 483 	 940 
i 86	 673 	 176 
i 362	 318 	 250 
i 483	 649 	 196 
i 368	 142 	 627 
i 167	 237 	 897 
i 494	 164 	 365 
i 40	 5 	 20 
i 857	 921 	 304 
i 79	 353 	 451 
i 19	 382 	 129 
i 195	 467 	 612 
i 445	 829 	 285 
i 640	 312 	 603 
i 268	 680 	 252 
i 166	 846 	 394 
i 530	 340 	 630 
i 550	 379 	 794 
i 854	 237 	 799 
i 306	 315 	 720 
i 434	 333 	 74 
i 46	 528 	 455 
i 331	 972 	 922 
i 933	 612 	 751 
i 185	 880 	 64 
i 579	 46 	 743 
i 209	 576 	 589 
i 3	 127 	 928 
i 801	 980 	 308 
i 522	 287 	 545 
i 595	 720 	 859 
i 50	 766 	 193 
i 972	 97 	 720 
i 723	 31 	 692 
i 787	 216 	 305 
i 530	 794 	 185 
i 119	 3 	 231 
i 48	 6 	 806 
i 356	 807 	 932 
i 900	 329 	 913 
i 760	 924 	 200 
i 952	 974 	 920 
i 672	 946 	 687 
i 365	 669 	 783 
i 669	 456 	 814 
i 854	 986 	 30 
i 86	 106 	 823 
i 891	 154 	 826 
i 824	 509 	 832 
i 737	 410 	 639 
i 937	 170 	 967 
i 857	 123 	 892 
i 544	 794 	 866 
i 328	 160 	 812 
i 142	 829 	 482 
i 172	 683 	 938 
i 994	 768 	 924 
i 821	 660 	 30 
i 653	 484 	 183 
i 292	 222 	 692 
i 260	 159 	 103 
i 152	 17 	 273 
i 18	 561 	 395 
i 829	 889 	 190 
i 311	 32 	 349 
i 249	 203 	 178 
i 174	 198 	 860 
i 204	 19 	 629 
i 387	 671 	 290 
i 79	 963 	 773 
i 182	 223 	 994 
i 454	 375 	 154 
i 849	 392 	 170 
i 39	 222 	 730 
i 387	 533 	 619 
i 564	 782 	 650 
i 425	 955 	 853 
i 55	 159 	 51 
i 344	 546 	 69 
i 117	 624 	 740 
i 112	 806 	 703 
i 265	 261 	 925 
i 435	 110 	 300 
i 165	 148 	 692 
i 784	 534 	 914 
i 435	 98 	 447 
i 289	 523 	 230 
i 339	 577 	 185 
i 408	 920 	 344 
i 148	 38 	 889 
i 850	 150 	 514 
i 776	 415 	 320 
i 77	 849 	 581 
i 768	 15 	 690 
i 683	 798 	 837 
i 130	 234 	 372 
i 359	 522 	 470 
i 544	 860 	 992 
i 888	 268 	 570 
i 777	 416 	 490 
i 292	 266 	 528 
i 612	 42 	 677 
i 193	 118 	 92 
i 882	 886 	 941 
i 720	 569 	 955 
i 92	 699 	 753 
i 561	 58 	 987 
