c Instance Type h
c
n 600
c w	 v1	 v2
i 309	 900 	 33 
i 829	 657 	 749 
i 366	 857 	 120 
i 245	 138 	 682 
i 989	 762 	 891 
i 965	 241 	 943 
i 504	 565 	 924 
i 730	 171 	 467 
i 372	 331 	 597 
i 106	 44 	 1 
i 138	 353 	 719 
i 887	 182 	 620 
i 7	 548 	 277 
i 688	 792 	 134 
i 579	 781 	 272 
i 523	 746 	 35 
i 448	 251 	 275 
i 915	 980 	 840 
i 512	 353 	 11 
i 513	 458 	 342 
i 232	 596 	 385 
i 851	 483 	 738 
i 128	 489 	 919 
i 262	 178 	 467 
i 533	 757 	 259 
i 567	 281 	 40 
i 842	 729 	 786 
i 683	 644 	 37 
i 693	 156 	 18 
i 36	 668 	 371 
i 421	 899 	 828 
i 159	 751 	 424 
i 78	 878 	 907 
i 544	 140 	 397 
i 803	 673 	 574 
i 842	 241 	 332 
i 629	 84 	 613 
i 666	 766 	 342 
i 684	 459 	 985 
i 55	 495 	 142 
i 882	 915 	 810 
i 307	 74 	 710 
i 214	 152 	 461 
i 611	 695 	 340 
i 185	 499 	 480 
i 517	 341 	 153 
i 130	 970 	 394 
i 472	 636 	 477 
i 457	 320 	 243 
i 599	 375 	 702 
i 409	 258 	 197 
i 119	 564 	 113 
i 580	 778 	 187 
i 919	 389 	 338 
i 399	 574 	 34 
i 552	 92 	 532 
i 945	 222 	 873 
i 423	 693 	 843 
i 666	 151 	 480 
i 368	 749 	 799 
i 565	 158 	 175 
i 678	 277 	 432 
i 864	 856 	 996 
i 202	 776 	 774 
i 235	 175 	 164 
i 766	 727 	 738 
i 639	 672 	 830 
i 483	 96 	 52 
i 962	 761 	 744 
i 762	 129 	 895 
i 936	 694 	 644 
i 368	 372 	 802 
i 364	 236 	 79 
i 139	 438 	 935 
i 303	 672 	 711 
i 42	 439 	 886 
i 871	 79 	 613 
i 922	 562 	 286 
i 667	 524 	 381 
i 562	 287 	 142 
i 206	 223 	 270 
i 8	 591 	 964 
i 87	 955 	 336 
i 22	 95 	 572 
i 733	 398 	 10 
i 619	 439 	 682 
i 233	 310 	 122 
i 518	 233 	 200 
i 898	 900 	 761 
i 40	 462 	 286 
i 310	 668 	 572 
i 275	 676 	 795 
i 611	 763 	 387 
i 183	 784 	 342 
i 193	 517 	 437 
i 874	 137 	 834 
i 996	 369 	 273 
i 197	 886 	 583 
i 957	 785 	 815 
i 244	 824 	 716 
i 816	 135 	 178 
i 611	 409 	 846 
i 997	 20 	 523 
i 340	 203 	 286 
i 776	 395 	 70 
i 610	 270 	 587 
i 883	 267 	 724 
i 466	 463 	 94 
i 282	 421 	 979 
i 997	 664 	 765 
i 176	 480 	 590 
i 22	 92 	 724 
i 544	 89 	 134 
i 830	 428 	 154 
i 900	 204 	 356 
i 487	 814 	 751 
i 212	 697 	 22 
i 305	 163 	 288 
i 285	 445 	 751 
i 50	 442 	 172 
i 639	 618 	 835 
i 364	 639 	 316 
i 497	 184 	 407 
i 651	 14 	 496 
i 7	 913 	 923 
i 758	 401 	 128 
