c Instance Type h
c
n 600
c w	 v1	 v2
i 620	 724 	 979 
i 997	 668 	 123 
i 840	 263 	 398 
i 385	 849 	 577 
i 357	 816 	 815 
i 519	 591 	 368 
i 754	 194 	 490 
i 783	 780 	 264 
i 604	 560 	 902 
i 443	 381 	 677 
i 423	 2 	 734 
i 546	 998 	 458 
i 943	 839 	 127 
i 520	 225 	 389 
i 336	 582 	 239 
i 703	 101 	 55 
i 193	 854 	 645 
i 457	 637 	 839 
i 360	 242 	 620 
i 38	 684 	 181 
i 771	 108 	 561 
i 230	 653 	 563 
i 357	 597 	 561 
i 745	 118 	 401 
i 984	 453 	 625 
i 39	 156 	 207 
i 684	 349 	 308 
i 524	 805 	 163 
i 144	 166 	 800 
i 324	 203 	 42 
i 885	 973 	 726 
i 448	 204 	 833 
i 10	 560 	 487 
i 410	 306 	 84 
i 35	 290 	 201 
i 242	 329 	 653 
i 550	 13 	 809 
i 713	 536 	 158 
i 513	 680 	 963 
i 555	 4 	 130 
i 281	 888 	 332 
i 115	 337 	 306 
i 601	 346 	 509 
i 684	 755 	 70 
i 885	 790 	 375 
i 538	 33 	 665 
i 347	 582 	 993 
i 505	 295 	 7 
i 469	 808 	 543 
i 598	 363 	 223 
i 929	 644 	 227 
i 236	 759 	 116 
i 744	 361 	 452 
i 814	 45 	 798 
i 189	 930 	 554 
i 854	 468 	 344 
i 848	 815 	 376 
i 855	 321 	 958 
i 398	 790 	 254 
i 621	 388 	 62 
i 848	 318 	 425 
i 964	 553 	 70 
i 417	 298 	 828 
i 215	 112 	 190 
i 768	 301 	 235 
i 113	 155 	 165 
i 489	 4 	 632 
i 447	 858 	 448 
i 701	 257 	 768 
i 762	 878 	 558 
i 188	 727 	 946 
i 257	 691 	 265 
i 86	 108 	 817 
i 275	 323 	 116 
i 509	 91 	 227 
i 674	 204 	 527 
i 306	 692 	 682 
i 754	 140 	 686 
i 522	 840 	 545 
i 81	 603 	 802 
i 27	 791 	 680 
i 291	 49 	 408 
i 109	 135 	 99 
i 224	 410 	 207 
i 451	 919 	 529 
i 977	 593 	 619 
i 660	 898 	 823 
i 346	 652 	 515 
i 891	 175 	 655 
i 693	 255 	 496 
i 374	 282 	 100 
i 781	 573 	 890 
i 879	 682 	 938 
i 86	 905 	 74 
i 615	 356 	 483 
i 235	 334 	 402 
i 58	 994 	 994 
i 573	 340 	 893 
i 228	 231 	 546 
i 724	 924 	 720 
i 823	 298 	 975 
i 713	 79 	 258 
i 652	 958 	 831 
i 725	 45 	 513 
i 209	 659 	 419 
i 610	 893 	 775 
i 605	 950 	 109 
i 498	 523 	 103 
i 44	 751 	 443 
i 764	 475 	 674 
i 740	 298 	 598 
i 997	 12 	 895 
i 828	 664 	 974 
i 342	 390 	 932 
i 760	 598 	 976 
i 535	 209 	 636 
i 644	 813 	 529 
i 747	 312 	 480 
i 191	 356 	 3 
i 864	 120 	 754 
i 463	 860 	 230 
i 359	 857 	 527 
i 333	 686 	 539 
i 266	 29 	 204 
i 243	 788 	 594 
i 878	 324 	 193 
i 408	 967 	 401 
i 887	 715 	 215 
i 890	 905 	 527 
i 644	 770 	 882 
i 873	 233 	 3 
i 401	 591 	 862 
i 940	 924 	 720 
i 145	 191 	 407 
i 738	 433 	 435 
i 930	 312 	 224 
i 332	 720 	 547 
i 546	 607 	 515 
i 73	 498 	 230 
i 955	 143 	 136 
i 957	 17 	 905 
i 820	 418 	 138 
i 540	 358 	 729 
i 946	 502 	 654 
i 382	 241 	 844 
i 605	 171 	 278 
i 152	 502 	 590 
i 667	 49 	 310 
i 897	 122 	 917 
i 33	 77 	 415 
i 937	 35 	 558 
i 76	 854 	 574 
i 805	 394 	 991 
i 459	 341 	 350 
i 304	 722 	 852 
i 582	 328 	 93 
i 172	 480 	 263 
i 482	 147 	 765 
i 399	 44 	 813 
i 814	 77 	 934 
i 372	 15 	 11 
i 945	 90 	 45 
i 937	 895 	 899 
i 287	 355 	 294 
i 139	 658 	 634 
i 232	 241 	 357 
i 495	 412 	 684 
i 260	 893 	 165 
i 73	 293 	 311 
i 8	 108 	 355 
i 19	 479 	 431 
i 64	 425 	 445 
i 962	 362 	 535 
i 256	 648 	 430 
i 890	 787 	 784 
i 248	 19 	 443 
i 932	 513 	 683 
i 97	 773 	 95 
i 407	 845 	 988 
i 761	 853 	 282 
i 193	 871 	 389 
i 637	 934 	 868 
i 173	 897 	 293 
i 602	 153 	 654 
i 386	 43 	 303 
i 829	 291 	 91 
i 512	 223 	 109 
i 607	 319 	 622 
i 595	 726 	 395 
i 877	 488 	 241 
i 266	 680 	 94 
i 134	 318 	 965 
i 427	 490 	 899 
i 82	 92 	 797 
i 384	 478 	 949 
i 474	 307 	 992 
i 583	 819 	 283 
i 205	 426 	 506 
i 599	 22 	 824 
i 840	 898 	 550 
i 933	 165 	 38 
i 899	 299 	 718 
i 799	 725 	 36 
i 596	 806 	 525 
i 546	 191 	 617 
i 538	 664 	 96 
i 821	 248 	 403 
i 327	 452 	 222 
i 152	 52 	 648 
i 701	 891 	 669 
i 739	 825 	 567 
i 457	 724 	 731 
i 493	 523 	 30 
i 19	 120 	 755 
i 636	 665 	 562 
i 731	 204 	 752 
i 135	 25 	 417 
i 357	 352 	 664 
i 5	 504 	 116 
i 674	 206 	 168 
i 241	 944 	 59 
i 972	 402 	 884 
i 3	 894 	 609 
i 757	 912 	 133 
i 319	 548 	 252 
i 72	 280 	 916 
i 488	 415 	 121 
i 152	 772 	 145 
i 268	 776 	 497 
i 435	 450 	 1 
i 494	 691 	 206 
i 378	 663 	 151 
i 987	 665 	 552 
i 120	 423 	 446 
i 372	 742 	 359 
i 289	 813 	 906 
i 409	 301 	 187 
i 554	 453 	 601 
i 52	 720 	 373 
i 53	 155 	 150 
i 259	 648 	 600 
i 409	 27 	 291 
i 961	 15 	 954 
i 407	 135 	 619 
i 766	 506 	 43 
i 672	 795 	 784 
i 859	 204 	 598 
i 460	 757 	 899 
i 832	 809 	 352 
i 982	 861 	 72 
i 582	 120 	 227 
i 872	 528 	 875 
i 827	 489 	 902 
i 447	 896 	 916 
i 489	 662 	 51 
i 274	 335 	 557 
i 871	 194 	 352 
i 770	 654 	 556 
i 123	 487 	 314 
i 194	 469 	 123 
i 421	 51 	 983 
i 296	 923 	 103 
i 198	 750 	 631 
i 115	 197 	 121 
i 166	 686 	 18 
i 722	 960 	 680 
i 75	 831 	 15 
i 630	 602 	 209 
i 943	 724 	 862 
i 66	 918 	 350 
i 50	 340 	 818 
i 152	 635 	 868 
i 783	 833 	 792 
i 903	 947 	 543 
i 920	 114 	 740 
i 600	 835 	 426 
i 615	 909 	 386 
i 824	 539 	 218 
i 687	 483 	 820 
i 37	 548 	 544 
i 854	 597 	 463 
i 723	 749 	 802 
i 515	 533 	 438 
i 59	 436 	 272 
i 798	 357 	 220 
i 225	 957 	 333 
i 611	 573 	 168 
i 828	 397 	 78 
i 649	 85 	 617 
i 194	 121 	 100 
i 656	 975 	 647 
i 459	 698 	 245 
i 897	 214 	 994 
i 169	 272 	 527 
i 388	 71 	 962 
i 720	 295 	 320 
i 888	 906 	 278 
