c Instance Type h
c
n 500
c w	 v1	 v2
i 700	 876 	 362 
i 31	 998 	 734 
i 870	 765 	 423 
i 361	 266 	 256 
i 646	 449 	 138 
i 655	 396 	 525 
i 645	 603 	 782 
i 176	 958 	 116 
i 18	 893 	 166 
i 606	 295 	 385 
i 967	 994 	 997 
i 702	 26 	 874 
i 125	 895 	 872 
i 380	 257 	 638 
i 518	 902 	 903 
i 44	 558 	 353 
i 825	 204 	 748 
i 941	 379 	 351 
i 108	 396 	 309 
i 493	 2 	 202 
i 490	 969 	 497 
i 364	 671 	 492 
i 237	 795 	 517 
i 874	 176 	 413 
i 778	 694 	 670 
i 131	 737 	 573 
i 878	 563 	 131 
i 230	 504 	 334 
i 539	 611 	 713 
i 741	 104 	 109 
i 238	 593 	 111 
i 730	 957 	 80 
i 248	 195 	 751 
i 660	 69 	 547 
i 331	 847 	 722 
i 903	 977 	 416 
i 34	 856 	 154 
i 368	 87 	 716 
i 81	 625 	 220 
i 190	 367 	 830 
i 300	 605 	 934 
i 380	 335 	 528 
i 131	 582 	 486 
i 677	 243 	 680 
i 400	 573 	 749 
i 816	 477 	 596 
i 969	 510 	 573 
i 686	 878 	 430 
i 905	 958 	 516 
i 736	 148 	 142 
i 670	 448 	 508 
i 198	 827 	 114 
i 683	 958 	 448 
i 363	 636 	 31 
i 112	 37 	 274 
i 708	 852 	 846 
i 282	 822 	 324 
i 711	 508 	 834 
i 227	 413 	 712 
i 369	 150 	 671 
i 877	 819 	 819 
i 990	 18 	 267 
i 438	 701 	 95 
i 469	 65 	 54 
i 742	 177 	 689 
i 589	 884 	 725 
i 912	 166 	 578 
i 746	 876 	 400 
i 459	 104 	 907 
i 130	 472 	 321 
i 948	 350 	 470 
i 216	 340 	 290 
i 310	 778 	 307 
i 364	 247 	 8 
i 53	 989 	 72 
i 778	 578 	 248 
i 357	 491 	 132 
i 756	 238 	 298 
i 663	 696 	 174 
i 984	 825 	 278 
i 454	 773 	 750 
i 743	 989 	 100 
i 50	 299 	 439 
i 58	 663 	 217 
i 130	 716 	 464 
i 378	 494 	 453 
i 510	 850 	 32 
i 807	 607 	 522 
i 981	 271 	 759 
i 259	 255 	 456 
i 10	 708 	 281 
i 109	 451 	 55 
i 548	 501 	 44 
i 764	 559 	 343 
i 229	 689 	 6 
i 681	 67 	 721 
i 712	 576 	 216 
i 235	 383 	 67 
i 994	 364 	 673 
i 450	 623 	 943 
i 731	 632 	 198 
i 785	 741 	 906 
i 829	 289 	 358 
i 173	 54 	 859 
i 178	 282 	 418 
i 899	 963 	 107 
i 116	 675 	 174 
i 182	 910 	 749 
i 855	 904 	 133 
i 798	 354 	 497 
i 996	 86 	 120 
i 902	 871 	 752 
i 261	 700 	 493 
i 120	 872 	 782 
i 538	 51 	 835 
i 645	 950 	 118 
i 818	 66 	 81 
i 567	 247 	 755 
i 699	 103 	 665 
i 196	 900 	 570 
i 316	 897 	 924 
i 68	 800 	 10 
i 561	 61 	 880 
i 343	 180 	 581 
i 179	 717 	 453 
i 296	 362 	 504 
i 376	 180 	 454 
i 132	 747 	 520 
i 797	 446 	 767 
i 367	 642 	 869 
i 291	 957 	 769 
i 301	 26 	 667 
i 181	 587 	 467 
i 761	 929 	 527 
i 215	 109 	 707 
i 719	 404 	 425 
i 174	 780 	 787 
i 693	 911 	 966 
i 460	 709 	 714 
i 329	 76 	 161 
i 99	 367 	 802 
i 765	 667 	 760 
i 233	 848 	 786 
i 760	 610 	 373 
i 468	 825 	 303 
i 892	 544 	 411 
i 679	 717 	 815 
i 646	 411 	 595 
i 360	 870 	 507 
i 521	 199 	 216 
i 324	 298 	 292 
i 84	 64 	 658 
i 870	 296 	 326 
i 244	 57 	 174 
i 546	 524 	 784 
i 957	 416 	 609 
i 773	 96 	 153 
i 368	 742 	 870 
i 875	 103 	 281 
i 91	 623 	 151 
i 382	 946 	 350 
i 41	 31 	 648 
i 366	 900 	 711 
i 540	 145 	 8 
i 324	 691 	 64 
i 932	 648 	 587 
i 86	 422 	 4 
i 955	 790 	 100 
i 236	 665 	 841 
i 387	 756 	 943 
i 737	 138 	 566 
i 385	 179 	 513 
i 96	 545 	 543 
i 103	 85 	 444 
i 167	 409 	 588 
i 753	 342 	 279 
i 757	 428 	 927 
i 857	 383 	 349 
i 698	 619 	 139 
i 642	 7 	 803 
i 208	 743 	 560 
i 721	 128 	 698 
i 264	 223 	 876 
i 707	 326 	 421 
i 296	 492 	 506 
i 574	 246 	 915 
i 502	 3 	 257 
i 850	 860 	 685 
i 989	 558 	 68 
i 793	 200 	 687 
i 353	 408 	 694 
i 51	 129 	 437 
i 926	 393 	 564 
i 348	 100 	 787 
i 853	 396 	 113 
i 769	 969 	 605 
i 26	 471 	 850 
i 710	 322 	 853 
i 778	 311 	 713 
i 466	 104 	 272 
i 160	 457 	 471 
i 597	 507 	 879 
i 161	 434 	 8 
i 948	 781 	 400 
i 62	 635 	 500 
i 666	 404 	 895 
i 516	 430 	 865 
i 369	 141 	 337 
i 83	 919 	 658 
i 354	 386 	 969 
i 825	 545 	 74 
i 704	 142 	 530 
i 712	 303 	 38 
i 113	 251 	 471 
i 612	 312 	 253 
i 508	 978 	 887 
i 373	 494 	 292 
i 710	 863 	 721 
i 369	 946 	 862 
i 338	 300 	 781 
i 412	 125 	 167 
i 942	 828 	 712 
i 979	 541 	 854 
i 450	 653 	 157 
i 702	 265 	 408 
i 590	 773 	 720 
i 881	 147 	 698 
i 603	 856 	 193 
i 465	 225 	 57 
i 247	 563 	 3 
i 413	 975 	 303 
i 126	 917 	 427 
i 979	 896 	 256 
i 137	 347 	 796 
i 544	 49 	 449 
i 265	 639 	 714 
i 963	 520 	 487 
i 156	 123 	 633 
i 213	 588 	 490 
i 215	 834 	 715 
i 518	 247 	 278 
i 944	 372 	 254 
i 201	 352 	 171 
i 997	 488 	 68 
i 446	 33 	 414 
i 161	 297 	 463 
i 648	 261 	 102 
i 282	 416 	 621 
i 771	 629 	 744 
i 486	 844 	 332 
i 764	 362 	 166 
i 18	 306 	 413 
i 189	 507 	 785 
i 256	 504 	 137 
i 670	 950 	 625 
i 133	 111 	 657 
i 234	 758 	 954 
i 855	 40 	 215 
i 599	 811 	 631 
i 931	 298 	 260 
i 98	 62 	 104 
i 510	 80 	 465 
i 295	 269 	 771 
i 432	 524 	 278 
i 57	 194 	 782 
i 713	 327 	 732 
i 668	 561 	 843 
i 882	 416 	 601 
i 513	 16 	 641 
i 772	 947 	 453 
i 876	 45 	 750 
i 342	 554 	 811 
i 113	 849 	 891 
i 391	 281 	 160 
i 174	 338 	 684 
i 905	 52 	 878 
i 748	 719 	 205 
i 350	 601 	 765 
i 991	 115 	 182 
i 444	 887 	 197 
i 194	 763 	 144 
i 6	 105 	 188 
i 896	 218 	 742 
i 57	 609 	 592 
i 740	 782 	 873 
i 619	 688 	 211 
i 823	 436 	 263 
i 589	 786 	 981 
i 770	 777 	 583 
i 967	 221 	 698 
i 112	 415 	 585 
i 300	 420 	 349 
i 43	 317 	 453 
i 634	 373 	 671 
i 507	 114 	 281 
i 717	 732 	 63 
i 980	 556 	 751 
i 961	 146 	 188 
i 545	 916 	 973 
i 243	 884 	 751 
i 827	 995 	 972 
i 176	 296 	 387 
i 629	 338 	 806 
i 301	 971 	 124 
i 581	 479 	 496 
i 644	 197 	 610 
i 395	 177 	 343 
i 583	 138 	 899 
i 557	 683 	 45 
i 308	 925 	 960 
i 280	 753 	 844 
i 666	 929 	 840 
i 473	 558 	 136 
i 597	 859 	 474 
i 94	 440 	 446 
i 703	 85 	 924 
i 46	 479 	 121 
i 944	 63 	 297 
i 989	 619 	 435 
i 949	 926 	 119 
i 794	 207 	 44 
i 634	 873 	 797 
i 770	 346 	 726 
i 244	 942 	 284 
i 689	 36 	 143 
i 614	 739 	 583 
i 734	 785 	 667 
i 32	 730 	 147 
i 467	 719 	 209 
i 585	 669 	 828 
i 629	 464 	 754 
i 426	 98 	 960 
i 152	 868 	 833 
i 436	 112 	 180 
i 579	 801 	 123 
i 163	 415 	 159 
i 829	 150 	 898 
i 976	 181 	 683 
i 186	 648 	 414 
i 14	 233 	 133 
i 767	 862 	 802 
i 728	 288 	 266 
i 562	 440 	 364 
i 741	 875 	 232 
i 864	 454 	 344 
i 23	 617 	 145 
i 921	 446 	 560 
i 604	 422 	 709 
i 18	 608 	 890 
i 151	 621 	 538 
i 953	 388 	 771 
i 220	 117 	 633 
i 583	 678 	 921 
i 815	 420 	 361 
i 159	 284 	 236 
i 304	 307 	 690 
i 864	 228 	 307 
i 573	 832 	 753 
i 464	 850 	 176 
i 3	 1 	 783 
i 773	 954 	 404 
i 407	 174 	 792 
i 328	 756 	 908 
i 689	 572 	 587 
i 924	 731 	 7 
i 615	 36 	 291 
i 922	 899 	 598 
i 675	 473 	 825 
i 851	 936 	 658 
i 634	 938 	 508 
i 39	 712 	 509 
i 831	 120 	 463 
i 739	 448 	 636 
i 327	 137 	 393 
i 333	 62 	 964 
i 624	 677 	 696 
i 222	 599 	 731 
i 48	 275 	 630 
i 705	 127 	 103 
i 213	 761 	 40 
i 721	 799 	 977 
i 184	 630 	 690 
i 820	 370 	 809 
i 213	 696 	 258 
i 178	 30 	 394 
i 873	 653 	 456 
i 604	 875 	 133 
i 234	 922 	 732 
i 337	 627 	 8 
i 376	 839 	 134 
i 353	 561 	 895 
i 44	 745 	 694 
i 853	 565 	 325 
i 111	 777 	 695 
i 505	 954 	 392 
i 961	 827 	 422 
i 95	 432 	 76 
i 826	 665 	 950 
i 834	 2 	 872 
i 968	 378 	 500 
i 863	 730 	 340 
i 558	 774 	 900 
i 883	 627 	 645 
i 578	 738 	 210 
i 970	 243 	 987 
i 392	 205 	 941 
i 467	 299 	 769 
i 417	 126 	 202 
i 290	 959 	 866 
i 789	 928 	 868 
i 129	 792 	 246 
i 30	 351 	 976 
i 675	 234 	 751 
