c Instance Type h
c
n 500
c w	 v1	 v2
i 732	 694 	 546 
i 39	 403 	 282 
i 874	 504 	 925 
i 87	 709 	 84 
i 26	 747 	 286 
i 955	 527 	 338 
i 71	 282 	 908 
i 597	 17 	 267 
i 195	 773 	 19 
i 902	 209 	 704 
i 449	 941 	 586 
i 731	 979 	 281 
i 656	 853 	 683 
i 740	 940 	 188 
i 26	 965 	 896 
i 363	 920 	 643 
i 271	 991 	 170 
i 538	 588 	 452 
i 557	 783 	 469 
i 261	 685 	 242 
i 847	 134 	 451 
i 128	 864 	 392 
i 810	 521 	 372 
i 997	 261 	 226 
i 894	 286 	 166 
i 537	 649 	 131 
i 707	 920 	 52 
i 159	 459 	 43 
i 627	 16 	 630 
i 869	 277 	 414 
i 320	 124 	 99 
i 712	 252 	 233 
i 84	 62 	 98 
i 309	 60 	 618 
i 475	 953 	 878 
i 605	 491 	 165 
i 656	 199 	 814 
i 699	 358 	 735 
i 330	 985 	 194 
i 743	 854 	 210 
i 841	 175 	 487 
i 74	 886 	 611 
i 171	 970 	 862 
i 789	 280 	 923 
i 668	 754 	 983 
i 833	 359 	 937 
i 647	 16 	 429 
i 383	 714 	 627 
i 576	 44 	 984 
i 786	 786 	 970 
i 273	 628 	 824 
i 883	 702 	 999 
i 746	 873 	 886 
i 670	 662 	 856 
i 653	 330 	 136 
i 591	 164 	 890 
i 20	 810 	 249 
i 647	 193 	 265 
i 631	 769 	 978 
i 602	 556 	 23 
i 426	 829 	 809 
i 425	 713 	 437 
i 312	 459 	 140 
i 168	 129 	 13 
i 304	 781 	 675 
i 194	 373 	 6 
i 443	 392 	 169 
i 707	 39 	 979 
i 686	 670 	 173 
i 708	 272 	 942 
i 517	 698 	 498 
i 954	 124 	 327 
i 95	 435 	 41 
i 107	 603 	 499 
i 782	 906 	 627 
i 787	 100 	 409 
i 956	 542 	 781 
i 935	 250 	 174 
i 109	 935 	 213 
i 51	 643 	 882 
i 548	 161 	 155 
i 875	 116 	 853 
i 915	 210 	 976 
i 414	 317 	 412 
i 42	 99 	 15 
i 451	 886 	 920 
i 232	 842 	 21 
i 406	 778 	 563 
i 618	 886 	 812 
i 501	 936 	 747 
i 655	 485 	 391 
i 508	 360 	 552 
i 485	 276 	 667 
i 896	 690 	 877 
i 911	 731 	 194 
i 832	 182 	 293 
i 853	 414 	 179 
i 416	 819 	 22 
i 229	 438 	 799 
i 975	 938 	 685 
i 367	 593 	 621 
i 918	 102 	 106 
i 586	 586 	 466 
i 463	 483 	 741 
i 657	 395 	 431 
i 949	 227 	 163 
i 129	 81 	 345 
i 150	 496 	 759 
i 948	 724 	 579 
i 633	 700 	 17 
i 255	 67 	 954 
