c Instance Type h
c
n 500
c w	 v1	 v2
i 47	 80 	 101 
i 970	 847 	 516 
i 818	 272 	 378 
i 418	 946 	 404 
i 578	 700 	 1 
i 893	 805 	 720 
i 374	 808 	 711 
i 403	 629 	 428 
i 206	 759 	 660 
i 798	 4 	 496 
i 898	 51 	 504 
i 414	 21 	 583 
i 792	 838 	 431 
i 197	 257 	 702 
i 197	 834 	 649 
i 916	 727 	 349 
i 627	 102 	 155 
i 56	 505 	 962 
i 715	 710 	 592 
i 212	 508 	 352 
i 715	 407 	 356 
i 299	 821 	 406 
i 729	 614 	 426 
i 432	 810 	 265 
i 81	 7 	 521 
i 430	 923 	 355 
i 584	 551 	 83 
i 547	 606 	 184 
i 140	 322 	 688 
i 491	 534 	 398 
i 846	 249 	 906 
i 252	 547 	 314 
i 678	 277 	 135 
i 942	 708 	 749 
i 464	 789 	 559 
i 818	 219 	 566 
i 901	 802 	 490 
i 85	 350 	 41 
i 773	 489 	 647 
i 172	 979 	 969 
i 78	 826 	 503 
i 392	 78 	 752 
i 527	 756 	 300 
i 276	 698 	 576 
i 834	 162 	 285 
i 401	 980 	 74 
i 890	 881 	 293 
i 931	 966 	 95 
i 578	 739 	 445 
i 548	 910 	 933 
i 52	 988 	 913 
i 803	 380 	 739 
i 103	 906 	 816 
i 679	 183 	 573 
i 963	 17 	 272 
i 38	 418 	 433 
i 330	 308 	 414 
i 425	 239 	 296 
i 869	 817 	 262 
i 802	 365 	 1 
i 715	 416 	 910 
i 454	 220 	 898 
i 271	 323 	 279 
i 843	 2 	 186 
i 116	 964 	 368 
i 548	 3 	 385 
i 962	 332 	 802 
i 258	 756 	 110 
i 519	 626 	 349 
i 520	 428 	 167 
i 431	 144 	 531 
i 330	 598 	 947 
i 608	 869 	 168 
i 793	 713 	 490 
i 161	 828 	 491 
i 545	 377 	 456 
i 348	 339 	 458 
i 457	 597 	 790 
i 806	 117 	 546 
i 972	 636 	 172 
i 504	 67 	 600 
i 452	 397 	 743 
i 619	 5 	 342 
i 109	 798 	 211 
i 599	 958 	 923 
i 56	 504 	 751 
i 514	 851 	 128 
i 304	 309 	 466 
i 850	 116 	 63 
i 22	 88 	 180 
i 622	 592 	 815 
i 366	 44 	 882 
i 707	 662 	 279 
i 917	 771 	 284 
i 840	 371 	 82 
i 592	 426 	 40 
i 719	 939 	 544 
i 186	 244 	 396 
i 249	 94 	 705 
i 428	 115 	 820 
i 244	 737 	 908 
i 126	 103 	 500 
i 404	 810 	 544 
i 688	 727 	 206 
i 769	 568 	 977 
i 809	 161 	 348 
i 353	 879 	 773 
i 749	 66 	 713 
i 454	 314 	 956 
i 274	 741 	 50 
i 182	 985 	 165 
i 682	 111 	 902 
i 226	 515 	 5 
i 432	 203 	 815 
i 409	 971 	 543 
i 756	 780 	 112 
i 530	 134 	 272 
i 244	 882 	 152 
i 200	 336 	 217 
i 250	 610 	 530 
i 414	 792 	 272 
i 317	 474 	 257 
i 321	 699 	 368 
i 137	 132 	 882 
i 679	 540 	 86 
i 790	 297 	 57 
i 62	 826 	 837 
i 213	 70 	 971 
i 429	 270 	 853 
i 959	 519 	 190 
i 232	 933 	 799 
i 489	 250 	 591 
i 856	 571 	 66 
i 739	 707 	 765 
i 824	 386 	 896 
i 881	 177 	 437 
i 718	 238 	 733 
i 689	 451 	 560 
i 543	 879 	 630 
i 733	 839 	 899 
i 533	 71 	 419 
i 124	 559 	 353 
i 190	 416 	 603 
i 954	 155 	 175 
i 851	 978 	 882 
i 288	 859 	 269 
i 22	 578 	 445 
i 581	 268 	 682 
i 211	 810 	 134 
i 111	 544 	 14 
i 530	 77 	 852 
i 883	 201 	 923 
i 487	 390 	 483 
i 661	 344 	 898 
i 543	 195 	 54 
i 811	 483 	 33 
i 257	 504 	 891 
i 939	 85 	 470 
i 73	 296 	 737 
i 86	 407 	 548 
i 938	 937 	 92 
i 861	 820 	 168 
i 345	 307 	 368 
i 243	 968 	 758 
i 297	 512 	 102 
i 329	 323 	 297 
i 221	 580 	 779 
i 690	 519 	 283 
i 428	 591 	 368 
i 975	 676 	 664 
i 68	 615 	 72 
i 236	 476 	 9 
i 604	 820 	 829 
i 362	 64 	 137 
i 464	 361 	 105 
i 760	 689 	 616 
i 540	 909 	 939 
i 823	 599 	 519 
i 191	 27 	 39 
i 855	 3 	 629 
i 926	 71 	 306 
i 934	 306 	 920 
i 763	 909 	 397 
i 900	 272 	 218 
i 6	 735 	 282 
i 622	 495 	 642 
i 561	 36 	 331 
i 81	 858 	 240 
i 120	 50 	 839 
i 748	 904 	 866 
i 55	 830 	 869 
i 975	 765 	 939 
i 372	 529 	 245 
i 589	 429 	 155 
i 870	 434 	 427 
i 513	 56 	 162 
i 843	 617 	 657 
i 84	 698 	 692 
i 922	 817 	 551 
i 789	 566 	 600 
i 658	 620 	 504 
i 598	 595 	 335 
i 843	 967 	 100 
i 997	 557 	 628 
i 424	 428 	 57 
i 586	 940 	 491 
i 243	 783 	 546 
i 935	 867 	 164 
i 486	 790 	 861 
i 86	 579 	 679 
i 590	 238 	 245 
i 924	 835 	 865 
i 24	 678 	 460 
i 652	 676 	 428 
i 708	 101 	 984 
i 200	 686 	 412 
i 746	 928 	 352 
i 909	 864 	 136 
i 771	 350 	 3 
i 451	 436 	 792 
i 695	 26 	 372 
i 560	 949 	 609 
i 21	 973 	 444 
i 449	 625 	 123 
i 433	 334 	 798 
i 845	 533 	 898 
i 198	 280 	 584 
i 334	 189 	 513 
i 336	 960 	 377 
i 129	 411 	 727 
i 501	 106 	 163 
i 110	 666 	 188 
i 554	 687 	 138 
i 676	 136 	 112 
i 474	 569 	 737 
i 372	 415 	 71 
i 956	 612 	 604 
i 469	 945 	 883 
i 846	 282 	 73 
i 573	 411 	 33 
i 735	 911 	 444 
i 922	 22 	 550 
i 61	 575 	 217 
i 172	 251 	 903 
i 908	 724 	 40 
i 979	 97 	 609 
i 584	 53 	 24 
i 468	 522 	 636 
i 541	 368 	 582 
i 574	 941 	 863 
i 18	 676 	 275 
i 567	 599 	 187 
i 783	 660 	 208 
i 687	 831 	 782 
i 727	 740 	 33 
i 337	 720 	 757 
i 360	 304 	 853 
i 996	 772 	 906 
i 578	 313 	 429 
i 442	 886 	 797 
i 716	 904 	 738 
i 902	 471 	 415 
i 111	 255 	 15 
i 892	 942 	 674 
i 925	 670 	 506 
i 682	 7 	 247 
i 536	 367 	 966 
i 443	 363 	 271 
i 871	 940 	 43 
i 668	 382 	 355 
i 407	 99 	 242 
i 821	 2 	 146 
i 836	 112 	 617 
i 511	 4 	 871 
i 17	 929 	 814 
i 264	 611 	 484 
i 230	 148 	 490 
i 500	 591 	 856 
i 542	 462 	 220 
i 897	 131 	 160 
i 139	 537 	 542 
i 284	 359 	 640 
i 900	 195 	 641 
i 772	 706 	 753 
i 586	 723 	 756 
i 71	 986 	 685 
i 561	 216 	 297 
i 418	 716 	 445 
i 637	 258 	 36 
i 796	 155 	 498 
i 339	 294 	 628 
i 978	 577 	 166 
i 620	 478 	 524 
i 373	 251 	 719 
i 129	 837 	 425 
i 814	 907 	 149 
i 112	 469 	 135 
i 557	 886 	 350 
i 592	 524 	 66 
i 90	 321 	 324 
i 718	 659 	 479 
i 883	 637 	 772 
i 408	 257 	 350 
i 127	 629 	 828 
i 552	 758 	 79 
i 700	 573 	 916 
i 835	 685 	 823 
i 186	 242 	 293 
i 251	 834 	 179 
i 575	 924 	 703 
i 55	 642 	 24 
i 827	 526 	 682 
i 178	 933 	 320 
i 6	 61 	 576 
i 85	 613 	 206 
i 1	 314 	 964 
i 824	 149 	 538 
i 117	 334 	 224 
i 296	 585 	 465 
i 998	 161 	 300 
i 23	 215 	 224 
i 704	 42 	 866 
i 24	 219 	 392 
i 600	 224 	 325 
i 806	 309 	 386 
i 771	 310 	 998 
i 309	 134 	 312 
i 532	 251 	 461 
i 997	 547 	 794 
i 297	 546 	 380 
i 521	 568 	 540 
i 387	 273 	 754 
i 778	 297 	 795 
i 104	 896 	 15 
i 489	 703 	 238 
i 488	 474 	 547 
i 799	 783 	 856 
i 261	 315 	 990 
i 56	 313 	 241 
i 435	 610 	 787 
i 975	 131 	 333 
i 729	 517 	 901 
i 525	 296 	 174 
i 539	 399 	 470 
i 777	 888 	 367 
i 325	 376 	 70 
i 181	 176 	 544 
i 171	 436 	 327 
i 412	 492 	 641 
i 200	 926 	 954 
i 533	 902 	 564 
i 434	 631 	 694 
i 608	 157 	 212 
i 78	 696 	 507 
i 445	 473 	 906 
i 515	 797 	 794 
i 59	 978 	 171 
i 385	 149 	 346 
i 27	 561 	 782 
i 980	 760 	 274 
i 544	 293 	 201 
i 239	 726 	 103 
i 450	 334 	 734 
i 956	 412 	 890 
i 862	 857 	 587 
i 657	 372 	 60 
i 827	 430 	 857 
i 174	 814 	 835 
i 956	 841 	 984 
i 230	 821 	 545 
i 431	 366 	 305 
i 534	 604 	 597 
i 268	 54 	 324 
i 159	 10 	 658 
