c Instance Type h
c
n 300
c w	 v1	 v2
i 196	 927 	 462 
i 286	 918 	 86 
i 329	 611 	 87 
i 539	 274 	 169 
i 816	 826 	 413 
i 523	 299 	 964 
i 179	 471 	 995 
i 905	 426 	 950 
i 269	 110 	 466 
i 630	 705 	 457 
i 92	 900 	 846 
i 178	 186 	 774 
i 265	 515 	 693 
i 433	 55 	 305 
i 845	 870 	 579 
i 810	 394 	 405 
i 805	 572 	 704 
i 756	 478 	 176 
i 223	 746 	 602 
i 679	 377 	 711 
i 526	 469 	 416 
i 301	 647 	 316 
i 994	 911 	 502 
i 300	 344 	 17 
i 878	 190 	 71 
i 284	 999 	 941 
i 987	 805 	 335 
i 164	 562 	 907 
i 765	 784 	 386 
i 476	 464 	 133 
i 892	 990 	 510 
i 208	 292 	 978 
i 709	 286 	 626 
i 726	 585 	 537 
i 797	 464 	 881 
i 738	 747 	 71 
i 74	 735 	 71 
i 981	 898 	 875 
i 367	 663 	 437 
i 500	 140 	 221 
i 10	 32 	 685 
i 988	 239 	 675 
i 614	 948 	 966 
i 152	 675 	 253 
i 33	 472 	 837 
i 104	 211 	 301 
i 174	 285 	 48 
i 49	 266 	 783 
i 486	 633 	 681 
i 707	 133 	 344 
i 392	 143 	 483 
i 68	 131 	 514 
i 34	 745 	 753 
i 287	 896 	 702 
i 124	 928 	 377 
i 425	 32 	 849 
i 473	 206 	 61 
i 256	 254 	 345 
i 936	 739 	 610 
i 281	 446 	 243 
i 764	 838 	 376 
i 279	 905 	 518 
i 33	 939 	 649 
i 734	 226 	 394 
i 112	 350 	 291 
i 961	 774 	 219 
i 22	 248 	 251 
i 366	 503 	 456 
i 976	 440 	 710 
i 219	 721 	 449 
i 595	 486 	 895 
i 114	 764 	 733 
i 762	 796 	 638 
i 157	 531 	 578 
i 447	 643 	 803 
i 666	 605 	 153 
i 916	 626 	 927 
i 373	 992 	 175 
i 83	 968 	 678 
i 532	 188 	 118 
i 427	 783 	 839 
i 161	 896 	 325 
i 799	 658 	 89 
i 377	 815 	 885 
i 181	 262 	 417 
i 333	 927 	 61 
i 261	 844 	 665 
i 435	 217 	 292 
i 113	 300 	 285 
i 231	 831 	 254 
i 71	 259 	 442 
i 395	 420 	 225 
i 484	 219 	 121 
i 370	 596 	 779 
i 787	 776 	 595 
i 847	 110 	 856 
i 513	 370 	 784 
i 805	 805 	 628 
i 91	 918 	 845 
i 344	 150 	 146 
i 785	 220 	 977 
i 11	 614 	 236 
i 131	 98 	 656 
i 910	 468 	 874 
i 505	 255 	 471 
i 362	 102 	 247 
i 146	 615 	 356 
i 774	 420 	 726 
i 620	 511 	 531 
i 765	 854 	 450 
i 742	 640 	 599 
i 978	 650 	 818 
i 634	 780 	 432 
i 509	 691 	 530 
i 979	 197 	 997 
i 227	 558 	 253 
i 583	 704 	 354 
i 309	 478 	 969 
i 840	 99 	 390 
i 290	 863 	 900 
i 888	 606 	 754 
i 706	 585 	 394 
i 139	 220 	 44 
i 668	 728 	 824 
i 666	 708 	 516 
i 918	 934 	 712 
i 273	 517 	 271 
i 242	 826 	 974 
i 632	 666 	 453 
i 532	 955 	 551 
i 286	 844 	 415 
i 680	 550 	 22 
i 724	 688 	 606 
i 549	 357 	 825 
i 65	 24 	 554 
i 777	 942 	 262 
i 48	 215 	 197 
i 23	 457 	 714 
i 476	 89 	 540 
i 28	 620 	 207 
i 442	 906 	 163 
i 463	 587 	 7 
i 70	 311 	 556 
i 894	 860 	 245 
i 448	 924 	 602 
i 709	 702 	 625 
i 906	 750 	 567 
i 620	 772 	 782 
i 160	 249 	 239 
i 367	 276 	 328 
i 529	 717 	 947 
i 535	 181 	 854 
i 92	 250 	 441 
i 336	 144 	 752 
i 938	 592 	 612 
i 563	 301 	 537 
i 131	 208 	 239 
i 913	 827 	 988 
i 153	 987 	 761 
i 480	 354 	 10 
i 428	 882 	 285 
i 282	 418 	 3 
i 723	 509 	 183 
i 476	 844 	 433 
i 88	 783 	 577 
i 625	 346 	 169 
i 863	 477 	 469 
i 852	 390 	 677 
i 614	 542 	 504 
i 624	 23 	 491 
i 909	 450 	 845 
i 911	 732 	 728 
i 95	 456 	 146 
i 528	 931 	 654 
i 105	 20 	 499 
i 273	 644 	 282 
i 742	 508 	 628 
i 419	 361 	 105 
i 922	 974 	 495 
i 414	 599 	 38 
i 260	 508 	 60 
i 987	 420 	 509 
i 133	 515 	 242 
i 786	 43 	 697 
i 286	 148 	 628 
i 567	 420 	 647 
i 196	 162 	 292 
i 300	 580 	 799 
i 795	 503 	 160 
i 832	 917 	 135 
i 892	 177 	 734 
i 402	 164 	 243 
i 643	 297 	 662 
i 340	 84 	 178 
i 968	 369 	 221 
i 616	 936 	 368 
i 908	 132 	 787 
i 707	 432 	 949 
i 867	 227 	 529 
i 3	 60 	 33 
i 736	 951 	 949 
i 978	 353 	 126 
i 641	 996 	 290 
i 818	 337 	 586 
i 40	 305 	 669 
i 407	 921 	 38 
i 195	 829 	 973 
i 144	 537 	 106 
i 673	 404 	 537 
i 705	 406 	 763 
i 654	 142 	 823 
i 780	 121 	 774 
i 70	 761 	 128 
i 656	 580 	 124 
i 325	 619 	 460 
i 363	 26 	 765 
i 337	 220 	 686 
i 442	 363 	 516 
i 978	 36 	 53 
i 742	 741 	 457 
i 566	 396 	 863 
i 340	 176 	 5 
i 468	 246 	 126 
i 591	 902 	 886 
i 52	 227 	 466 
i 816	 590 	 85 
i 503	 926 	 111 
i 20	 369 	 330 
i 72	 348 	 693 
i 529	 91 	 729 
i 392	 656 	 470 
i 397	 996 	 865 
i 522	 464 	 42 
i 408	 55 	 288 
i 874	 106 	 190 
i 958	 922 	 417 
i 70	 425 	 7 
i 399	 445 	 932 
i 93	 516 	 302 
i 821	 46 	 649 
i 292	 437 	 739 
i 157	 833 	 395 
i 199	 355 	 391 
i 486	 763 	 854 
i 676	 638 	 909 
i 93	 597 	 16 
i 100	 666 	 937 
i 32	 66 	 363 
i 334	 158 	 807 
i 982	 979 	 324 
i 721	 271 	 369 
i 116	 427 	 806 
i 506	 626 	 639 
i 361	 112 	 994 
i 270	 787 	 758 
