c Instance Type h
c
n 300
c w	 v1	 v2
i 5	 751 	 408 
i 451	 929 	 958 
i 301	 17 	 864 
i 177	 984 	 562 
i 680	 878 	 836 
i 72	 147 	 887 
i 923	 97 	 61 
i 452	 532 	 247 
i 993	 833 	 772 
i 461	 36 	 634 
i 869	 40 	 862 
i 827	 491 	 613 
i 692	 792 	 543 
i 255	 969 	 559 
i 91	 650 	 543 
i 978	 721 	 422 
i 40	 645 	 569 
i 287	 98 	 665 
i 59	 92 	 198 
i 692	 552 	 31 
i 554	 421 	 66 
i 168	 249 	 106 
i 710	 940 	 597 
i 270	 196 	 390 
i 812	 287 	 359 
i 235	 265 	 9 
i 803	 305 	 730 
i 469	 591 	 375 
i 666	 649 	 473 
i 697	 342 	 564 
i 763	 896 	 116 
i 869	 64 	 537 
i 467	 774 	 786 
i 856	 44 	 727 
i 215	 856 	 922 
i 224	 91 	 209 
i 953	 894 	 474 
i 328	 363 	 778 
i 801	 30 	 370 
i 365	 726 	 20 
i 481	 490 	 361 
i 19	 360 	 258 
i 804	 826 	 321 
i 532	 683 	 96 
i 454	 897 	 140 
i 663	 121 	 995 
i 138	 75 	 87 
i 915	 402 	 980 
i 286	 203 	 344 
i 305	 568 	 373 
i 665	 50 	 100 
i 922	 68 	 590 
i 244	 872 	 949 
i 340	 404 	 776 
i 479	 857 	 459 
i 475	 521 	 357 
i 562	 658 	 477 
i 542	 574 	 551 
i 886	 859 	 953 
i 259	 164 	 157 
i 358	 829 	 725 
i 948	 751 	 774 
i 897	 995 	 841 
i 673	 336 	 713 
i 132	 814 	 117 
i 488	 290 	 974 
i 965	 851 	 495 
i 517	 394 	 153 
i 471	 280 	 726 
i 628	 538 	 586 
i 353	 896 	 749 
i 127	 844 	 578 
i 968	 742 	 330 
i 682	 415 	 325 
i 798	 547 	 661 
i 773	 36 	 475 
i 268	 1 	 764 
i 421	 518 	 616 
i 148	 988 	 10 
i 733	 617 	 289 
i 483	 969 	 827 
i 61	 97 	 723 
i 390	 65 	 568 
i 715	 746 	 310 
i 376	 545 	 725 
i 851	 318 	 272 
i 616	 586 	 307 
i 232	 8 	 308 
i 242	 156 	 826 
i 530	 888 	 815 
i 357	 371 	 432 
i 81	 432 	 401 
i 649	 822 	 497 
i 959	 538 	 562 
i 684	 914 	 308 
i 956	 765 	 853 
